Date of data,Commodity code,Commodity,Trading partner code,Trading partner,Quantity,Unit,Supplimentary Quantity,Supplimentary Unit,US dollar
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",318,Finland,109,Number of item,229602,Kilogram,"4,469,406"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",321,Hungary,70,Number of item,8228,Kilogram,"37,297"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",322,Iceland,27,Number of item,57870,Kilogram,"1,008,726"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",326,Norway,913,Number of item,1966555,Kilogram,"37,699,408"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",328,Romania,6,Number of item,5040,Kilogram,"42,746"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",330,Sweden,555,Number of item,1147747,Kilogram,"21,501,148"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",331,Switzerland,107,Number of item,220875,Kilogram,"4,101,847"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",337,Georgia(Before 2023),8,Number of item,3670,Kilogram,"44,801"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",340,Belarus,57,Number of item,102023,Kilogram,"1,477,584"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",344,Russia,25,Number of item,33303,Kilogram,"433,698"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",347,Ukraine,44,Number of item,76827,Kilogram,"876,587"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",350,Slovenia,10067,Number of item,17227080,Kilogram,"271,304,048"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",352,"Czechia(Czech Republic)",27,Number of item,12200,Kilogram,"83,675"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",408,Bolivia,1,Number of item,1810,Kilogram,"17,730"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",410,Brazil,96,Number of item,160775,Kilogram,"2,009,426"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",412,Chile,97,Number of item,13120,Kilogram,"69,277"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",413,Colombia,48,Number of item,85085,Kilogram,"1,619,647"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",415,Costa Rica,93,Number of item,151684,Kilogram,"1,887,456"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",416,Cuba,78,Number of item,49608,Kilogram,"525,432"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",417,Cura?ao,3,Number of item,3540,Kilogram,"39,000"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",418,Dominican Republic,21,Number of item,30090,Kilogram,"269,050"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",419,Ecuador,3,Number of item,3540,Kilogram,"24,800"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",423,Guatemala,11,Number of item,18280,Kilogram,"278,245"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",427,Jamaica,3,Number of item,5235,Kilogram,"71,254"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",429,Mexico,41,Number of item,34408,Kilogram,"566,600"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",438,Saint Martin (French Part),1,Number of item,1280,Kilogram,"8,800"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",444,Uruguay,60,Number of item,40706,Kilogram,"379,096"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",501,Canada,102,Number of item,214351,Kilogram,"3,816,352"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",502,United States,753,Number of item,1400497,Kilogram,"28,703,396"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",601,Australia,3172,Number of item,5662065,Kilogram,"90,782,542"
202202,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",609,New Zealand,1225,Number of item,2184771,Kilogram,"34,430,129"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",103,Bangladesh,2940,Number of item,799917,Kilogram,"2,218,980"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",107,Cambodia,32,Number of item,48312,Kilogram,"856,687"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",111,India,5126,Number of item,1252121,Kilogram,"4,579,856"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",112,Indonesia,1,Number of item,1000,Kilogram,"7,126"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",115,Israel,960,Number of item,1610040,Kilogram,"23,302,437"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",116,Japan,134,Number of item,284271,Kilogram,"6,409,133"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",117,Jordan,381,Number of item,759805,Kilogram,"9,435,126"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",118,Kuwait,11,Number of item,14860,Kilogram,"240,507"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",119,Lao,57,Number of item,83695,Kilogram,"1,086,422"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",120,Lebanon,12,Number of item,7826,Kilogram,"81,444"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",121,"Macao,China",23,Number of item,37785,Kilogram,"807,077"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",122,Malaysia,32,Number of item,72160,Kilogram,"1,542,531"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",124,Mongolia,23,Number of item,37761,Kilogram,"493,073"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",125,Nepal,219,Number of item,139764,Kilogram,"873,949"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",129,Philippines,1800,Number of item,267790,Kilogram,"1,234,610"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",132,Singapore,174,Number of item,346043,Kilogram,"5,189,242"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",133,Republic of Korea,986,Number of item,1492709,Kilogram,"27,661,002"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",136,Thailand,5672,Number of item,1003174,Kilogram,"8,419,551"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",137,T¨¹rkiye,1348,Number of item,356608,Kilogram,"2,753,354"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",138,United Arab Emirates,1299,Number of item,2718240,Kilogram,"30,028,701"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",143,"Taiwan,China",1,Number of item,980,Kilogram,"3,163"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",145,Kazakhstan,23,Number of item,40168,Kilogram,"703,142"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",146,Kyrgyzstan,38,Number of item,63369,Kilogram,"513,633"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",147,Tajikistan,4,Number of item,7000,Kilogram,"88,546"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",149,Uzbekistan,766,Number of item,1205072,Kilogram,"16,132,284"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",215,Egypt,35,Number of item,65526,Kilogram,"800,400"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",231,Mauritius,1,Number of item,300,Kilogram,"3,125"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",244,South Africa,9,Number of item,19476,Kilogram,"363,431"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",301,Belgium,2728,Number of item,3628639,Kilogram,"56,019,198"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",302,Denmark,266,Number of item,287000,Kilogram,"4,429,378"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",303,United Kingdom,2058,Number of item,3786106,Kilogram,"64,405,625"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",304,Germany,1584,Number of item,3327388,Kilogram,"64,470,169"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",305,France,2317,Number of item,2272310,Kilogram,"30,968,268"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",307,Italy,146,Number of item,96400,Kilogram,"1,420,496"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",309,Netherlands,382,Number of item,265567,Kilogram,"3,190,627"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",310,Greece,42,Number of item,69770,Kilogram,"836,403"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",311,Portugal,9,Number of item,15930,Kilogram,"269,250"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",312,Spain,184,Number of item,304570,Kilogram,"4,586,119"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",315,Austria,115,Number of item,232738,Kilogram,"4,110,710"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",318,Finland,42,Number of item,44640,Kilogram,"698,561"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",321,Hungary,30,Number of item,12102,Kilogram,"76,317"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",322,Iceland,17,Number of item,24279,Kilogram,"366,715"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",326,Norway,1207,Number of item,2614784,Kilogram,"49,482,956"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",327,Poland,1,Number of item,830,Kilogram,"7,000"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",330,Sweden,194,Number of item,315245,Kilogram,"5,169,531"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",331,Switzerland,79,Number of item,156416,Kilogram,"2,871,560"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",337,Georgia(Before 2023),7,Number of item,13230,Kilogram,"158,500"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",338,Armenia(Before 2023),8,Number of item,13572,Kilogram,"150,000"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",339,Azerbai jan(Before 2023),7,Number of item,15840,Kilogram,"301,600"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",340,Belarus,38,Number of item,70192,Kilogram,"935,634"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",344,Russia,32,Number of item,64882,Kilogram,"1,126,565"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",347,Ukraine,236,Number of item,450570,Kilogram,"5,628,713"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",350,Slovenia,8,Number of item,12048,Kilogram,"176,857"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",352,"Czechia(Czech Republic)",8,Number of item,1940,Kilogram,"10,911"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",358,Serbia,8,Number of item,6080,Kilogram,"69,300"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",403,Aruba,2,Number of item,2320,Kilogram,"27,800"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",404,Bahamas,15,Number of item,36825,Kilogram,"743,030"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",408,Bolivia,3,Number of item,2010,Kilogram,"17,321"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",410,Brazil,291,Number of item,413842,Kilogram,"6,021,415"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",412,Chile,134,Number of item,62018,Kilogram,"665,320"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",413,Colombia,112,Number of item,206495,Kilogram,"3,353,265"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",415,Costa Rica,81,Number of item,136365,Kilogram,"1,928,795"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",416,Cuba,25,Number of item,11000,Kilogram,"50,105"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",417,Cura?ao,13,Number of item,23515,Kilogram,"410,450"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",418,Dominican Republic,30,Number of item,45068,Kilogram,"493,046"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",419,Ecuador,54,Number of item,18689,Kilogram,"128,848"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",423,Guatemala,2,Number of item,3640,Kilogram,"60,887"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",429,Mexico,509,Number of item,703035,Kilogram,"8,325,022"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",433,Paraguay,5,Number of item,8450,Kilogram,"117,500"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",434,Peru,2,Number of item,1480,Kilogram,"12,392"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",440,El Salvador,8,Number of item,2869,Kilogram,"16,500"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",444,Uruguay,11,Number of item,18430,Kilogram,"309,828"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",501,Canada,180,Number of item,373747,Kilogram,"6,636,731"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",502,United States,1491,Number of item,2495330,Kilogram,"46,179,762"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",601,Australia,408,Number of item,863486,Kilogram,"15,704,889"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",607,New Caledonia,2,Number of item,4590,Kilogram,"78,000"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",608,Vanuatu,1,Number of item,1950,Kilogram,840
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",609,New Zealand,36,Number of item,71425,Kilogram,"1,171,473"
202203,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",623,French Polynesia,18,Number of item,38670,Kilogram,"610,100"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",103,Bangladesh,5456,Number of item,1549423,Kilogram,"4,411,425"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",104,Bhutan,30,Number of item,57900,Kilogram,"835,463"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",107,Cambodia,27,Number of item,42435,Kilogram,"856,450"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",110,"Hong Kong,China",26,Number of item,50525,Kilogram,"901,834"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",111,India,1761,Number of item,426097,Kilogram,"1,372,773"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",112,Indonesia,18,Number of item,18430,Kilogram,"152,552"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",115,Israel,426,Number of item,737202,Kilogram,"11,168,914"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",116,Japan,65,Number of item,112211,Kilogram,"2,623,713"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",117,Jordan,289,Number of item,479835,Kilogram,"5,731,587"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",118,Kuwait,5,Number of item,2820,Kilogram,"18,306"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",119,Lao,85,Number of item,136722,Kilogram,"1,794,057"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",120,Lebanon,11,Number of item,20280,Kilogram,"287,191"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",121,"Macao,China",9,Number of item,11536,Kilogram,"164,153"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",123,Maldives,18,Number of item,12240,Kilogram,"157,920"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",124,Mongolia,6,Number of item,12970,Kilogram,"251,147"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",125,Nepal,75,Number of item,42980,Kilogram,"444,740"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",126,Oman,600,Number of item,2350,Kilogram,"3,300"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",129,Philippines,2745,Number of item,447437,Kilogram,"2,042,368"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",130,Qatar,4,Number of item,4969,Kilogram,"86,588"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",131,Saudi Arabia,3,Number of item,1080,Kilogram,"10,983"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",132,Singapore,133,Number of item,256955,Kilogram,"3,349,171"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",133,Republic of Korea,273,Number of item,297683,Kilogram,"5,623,020"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",136,Thailand,1182,Number of item,346071,Kilogram,"4,864,898"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",137,T¨¹rkiye,959,Number of item,168517,Kilogram,"1,022,213"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",138,United Arab Emirates,997,Number of item,2110969,Kilogram,"28,294,281"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",141,Viet Nam,4,Number of item,2400,Kilogram,"26,437"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",144,Timor-Leste,45,Number of item,17300,Kilogram,"55,330"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",145,Kazakhstan,13,Number of item,25606,Kilogram,"340,365"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",146,Kyrgyzstan,120,Number of item,226504,Kilogram,"1,715,814"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",147,Tajikistan,14,Number of item,24400,Kilogram,"244,390"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",149,Uzbekistan,367,Number of item,715224,Kilogram,"10,204,102"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",202,Angola,400,Number of item,600000,Kilogram,"1,655,037"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",215,Egypt,1,Number of item,2370,Kilogram,"48,600"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",220,Ghana,1,Number of item,1400,Kilogram,"11,150"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",224,Kenya,37,Number of item,20170,Kilogram,"76,049"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",241,Seychelles,1,Number of item,1480,Kilogram,"14,600"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",247,Tanzania,5,Number of item,9600,Kilogram,"162,500"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",248,Togo,6,Number of item,1350,Kilogram,"1,588"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",301,Belgium,3514,Number of item,5514841,Kilogram,"82,900,454"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",302,Denmark,38,Number of item,60786,Kilogram,"1,046,241"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",303,United Kingdom,749,Number of item,1417679,Kilogram,"25,278,714"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",304,Germany,580,Number of item,1246641,Kilogram,"25,429,754"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",305,France,1670,Number of item,1631100,Kilogram,"22,281,112"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",307,Italy,50,Number of item,28150,Kilogram,"325,895"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",309,Netherlands,204,Number of item,106037,Kilogram,"1,115,350"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",310,Greece,35,Number of item,22300,Kilogram,"231,841"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",311,Portugal,5,Number of item,8850,Kilogram,"148,363"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",312,Spain,51,Number of item,82620,Kilogram,"1,439,016"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",315,Austria,15,Number of item,30641,Kilogram,"544,188"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",316,Bulgaria,68,Number of item,10900,Kilogram,"40,052"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",318,Finland,2,Number of item,3940,Kilogram,"66,119"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",322,Iceland,60,Number of item,126823,Kilogram,"2,318,669"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",326,Norway,528,Number of item,1249762,Kilogram,"23,846,273"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",327,Poland,2,Number of item,4240,Kilogram,"52,170"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",328,Romania,74,Number of item,15211,Kilogram,"73,150"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",330,Sweden,75,Number of item,133523,Kilogram,"2,260,863"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",331,Switzerland,7,Number of item,13148,Kilogram,"232,425"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",336,Lithuania,76,Number of item,7638,Kilogram,"37,272"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",338,Armenia(Before 2023),15,Number of item,31571,Kilogram,"419,600"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",339,Azerbai jan(Before 2023),9,Number of item,14130,Kilogram,"100,350"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",340,Belarus,12,Number of item,22681,Kilogram,"339,602"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",344,Russia,13,Number of item,24520,Kilogram,"373,608"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",347,Ukraine,14,Number of item,25851,Kilogram,"401,084"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",403,Aruba,16,Number of item,33920,Kilogram,"403,438"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",410,Brazil,229,Number of item,356104,Kilogram,"4,656,195"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",412,Chile,217,Number of item,36983,Kilogram,"180,779"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",413,Colombia,26,Number of item,43750,Kilogram,"534,305"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",416,Cuba,51,Number of item,5355,Kilogram,"26,639"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",427,Jamaica,2,Number of item,2890,Kilogram,"30,325"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",429,Mexico,75,Number of item,128135,Kilogram,"1,758,952"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",444,Uruguay,17,Number of item,27701,Kilogram,"442,716"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",501,Canada,92,Number of item,166954,Kilogram,"2,940,251"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",502,United States,604,Number of item,747937,Kilogram,"14,220,358"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",601,Australia,351,Number of item,752811,Kilogram,"14,322,410"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",607,New Caledonia,8,Number of item,11240,Kilogram,"132,000"
202204,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",609,New Zealand,67,Number of item,129460,Kilogram,"2,620,773"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",102,Bahrain,1,Number of item,600,Kilogram,"4,580"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",103,Bangladesh,8078,Number of item,2184693,Kilogram,"6,236,555"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",106,Myanmar,1,Number of item,650,Kilogram,"5,440"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",107,Cambodia,64,Number of item,118520,Kilogram,"1,954,090"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",110,"Hong Kong,China",573,Number of item,1161560,Kilogram,"18,203,391"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",111,India,4392,Number of item,983086,Kilogram,"3,036,584"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",115,Israel,1249,Number of item,2156435,Kilogram,"31,956,860"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",116,Japan,567,Number of item,1003550,Kilogram,"17,588,110"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",117,Jordan,786,Number of item,1535086,Kilogram,"19,143,995"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",119,Lao,103,Number of item,162920,Kilogram,"1,926,928"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",120,Lebanon,10,Number of item,15585,Kilogram,"152,800"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",121,"Macao,China",17,Number of item,24786,Kilogram,"491,388"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",122,Malaysia,5,Number of item,989,Kilogram,"10,514"
