"","Year","Quarter","Sector","Measure","Value","SE","Lower.CI","Upper.CI","date"
"12025",2016,2,"312","Other (full capacity: current vs. prior quarter)",44.2,"D",NA,NA,2016-04-01
"12026",2016,2,"312","Not profitable to operate at full capacity",24.5,"0",NA,NA,2016-04-01
"12027",2016,2,"312","Insufficient supply of materials",7,"D",NA,NA,2016-04-01
"12028",2016,2,"312","Insufficient orders",54.3,"D",NA,NA,2016-04-01
"12029",2016,2,"312","Insufficient supply of labor",NA,"0",NA,NA,2016-04-01
"12030",2016,2,"312","Lack of sufficient fuel or energy",0,"D",NA,NA,2016-04-01
"12031",2016,2,"312","Equipment limitations",2.8,"0",NA,NA,2016-04-01
"12032",2016,2,"312","Storage limitations",9.2,"D",NA,NA,2016-04-01
"12033",2016,2,"312","Logistics/transportation constraints",0,"0",NA,NA,2016-04-01
"12034",2016,2,"312","Sufficient inventory of finished goods",4.8,"1.7",NA,NA,2016-04-01
"12035",2016,2,"312","Strike or work stoppage",0,"D",NA,NA,2016-04-01
"12036",2016,2,"312","Seasonal operations",10.9,"6.6",NA,NA,2016-04-01
"12037",2016,2,"312","Environmental restrictions",0,"0",NA,NA,2016-04-01
"12038",2016,2,"312","Other (actual production less than full production)",NA,"D",NA,NA,2016-04-01
"12039",2016,2,"313","Building capital expenditures",NA,"27.1",NA,NA,2016-04-01
"12040",2016,2,"313","Machinery capital expenditures",3.4,"26.3",NA,NA,2016-04-01
"12041",2016,2,"313","Building retirements",0,"D",NA,NA,2016-04-01
"12042",2016,2,"313","Machinery retirements",0,"28.9",NA,NA,2016-04-01
"12043",2016,2,"313","Price changed, product mix same",5.3,"D",NA,NA,2016-04-01
"12044",2016,2,"313","Revised estimation assumptions",1.7,"D",NA,NA,2016-04-01
"12045",2016,2,"313","Change in method of operation",NA,"0.7",NA,NA,2016-04-01
"12046",2016,2,"313","Change in product mix or specifications",38.9,"D",NA,NA,2016-04-01
"12047",2016,2,"313","Change in material input",NA,"11.8",NA,NA,2016-04-01
"12048",2016,2,"313","Other (full capacity: current vs. prior quarter)",65,"1.5",NA,NA,2016-04-01
"12049",2016,2,"313","Not profitable to operate at full capacity",2.5,"0",NA,NA,2016-04-01
"12050",2016,2,"313","Insufficient supply of materials",0.3,"4.7",NA,NA,2016-04-01
"12051",2016,2,"313","Insufficient orders",84.8,"5.9",NA,NA,2016-04-01
"12052",2016,2,"313","Insufficient supply of labor",2.4,"D",NA,NA,2016-04-01
"12053",2016,2,"313","Lack of sufficient fuel or energy",0,"0.4",NA,NA,2016-04-01
"12054",2016,2,"313","Equipment limitations",7.5,"0",NA,NA,2016-04-01
"12055",2016,2,"313","Storage limitations",3.9,"6",NA,NA,2016-04-01
"12056",2016,2,"313","Logistics/transportation constraints",1.1,"D",NA,NA,2016-04-01
"12057",2016,2,"313","Sufficient inventory of finished goods",2.8,"10.9",NA,NA,2016-04-01
"12058",2016,2,"313","Strike or work stoppage",0,"0",NA,NA,2016-04-01
"12059",2016,2,"313","Seasonal operations",1.8,"0",NA,NA,2016-04-01
"12060",2016,2,"313","Environmental restrictions",0,"0",NA,NA,2016-04-01
"12061",2016,2,"313","Other (actual production less than full production)",8.6,"0",NA,NA,2016-04-01
"12062",2016,2,"314","Building capital expenditures",0,"15",NA,NA,2016-04-01
"12063",2016,2,"314","Machinery capital expenditures",0.5,"28.1",NA,NA,2016-04-01
"12064",2016,2,"314","Building retirements",0,"0",NA,NA,2016-04-01
"12065",2016,2,"314","Machinery retirements",0,"D",NA,NA,2016-04-01
"12066",2016,2,"314","Price changed, product mix same",36.3,"0",NA,NA,2016-04-01
"12067",2016,2,"314","Revised estimation assumptions",NA,"D",NA,NA,2016-04-01
"12068",2016,2,"314","Change in method of operation",NA,"D",NA,NA,2016-04-01
"12069",2016,2,"314","Change in product mix or specifications",9.4,"D",NA,NA,2016-04-01
"12070",2016,2,"314","Change in material input",NA,"16.6",NA,NA,2016-04-01
"12071",2016,2,"314","Other (full capacity: current vs. prior quarter)",34.6,"1",NA,NA,2016-04-01
"12072",2016,2,"314","Not profitable to operate at full capacity",0.5,"0",NA,NA,2016-04-01
"12073",2016,2,"314","Insufficient supply of materials",0,"D",NA,NA,2016-04-01
"12074",2016,2,"314","Insufficient orders",87.1,"D",NA,NA,2016-04-01
"12075",2016,2,"314","Insufficient supply of labor",NA,"0",NA,NA,2016-04-01
"12076",2016,2,"314","Lack of sufficient fuel or energy",0,"2",NA,NA,2016-04-01
"12077",2016,2,"314","Equipment limitations",NA,"0",NA,NA,2016-04-01
"12078",2016,2,"314","Storage limitations",NA,"D",NA,NA,2016-04-01
"12079",2016,2,"314","Logistics/transportation constraints",0,"0",NA,NA,2016-04-01
"12080",2016,2,"314","Sufficient inventory of finished goods",NA,"D",NA,NA,2016-04-01
"12081",2016,2,"314","Strike or work stoppage",0,"0",NA,NA,2016-04-01
"12082",2016,2,"314","Seasonal operations",NA,"7.2",NA,NA,2016-04-01
"12083",2016,2,"314","Environmental restrictions",0,"0",NA,NA,2016-04-01
"12084",2016,2,"314","Other (actual production less than full production)",2,"0",NA,NA,2016-04-01
"12085",2016,2,"315","Building capital expenditures",NA,"5.4",NA,NA,2016-04-01
"12086",2016,2,"315","Machinery capital expenditures",8.6,"2.2",NA,NA,2016-04-01
"12087",2016,2,"315","Building retirements",0,"5.2",NA,NA,2016-04-01
"12088",2016,2,"315","Machinery retirements",NA,"8",NA,NA,2016-04-01
"12089",2016,2,"315","Price changed, product mix same",45.3,"4.4",NA,NA,2016-04-01
"12090",2016,2,"315","Revised estimation assumptions",32.6,"10.1",NA,NA,2016-04-01
"12091",2016,2,"315","Change in method of operation",NA,"4.1",NA,NA,2016-04-01
"12092",2016,2,"315","Change in product mix or specifications",36.8,"5.3",NA,NA,2016-04-01
"12093",2016,2,"315","Change in material input",NA,"8.3",NA,NA,2016-04-01
"12094",2016,2,"315","Other (full capacity: current vs. prior quarter)",NA,"6.5",NA,NA,2016-04-01
"12095",2016,2,"315","Not profitable to operate at full capacity",1.5,"0",NA,NA,2016-04-01
"12096",2016,2,"315","Insufficient supply of materials",NA,"5.8",NA,NA,2016-04-01
"12097",2016,2,"315","Insufficient orders",78,"2.5",NA,NA,2016-04-01
"12098",2016,2,"315","Insufficient supply of labor",2.8,"D",NA,NA,2016-04-01
"12099",2016,2,"315","Lack of sufficient fuel or energy",0,"4",NA,NA,2016-04-01
"12100",2016,2,"315","Equipment limitations",5.3,"D",NA,NA,2016-04-01
"12101",2016,2,"315","Storage limitations",7,"4.2",NA,NA,2016-04-01
"12102",2016,2,"315","Logistics/transportation constraints",NA,"0",NA,NA,2016-04-01
"12103",2016,2,"315","Sufficient inventory of finished goods",1.1,"6.2",NA,NA,2016-04-01
"12104",2016,2,"315","Strike or work stoppage",0,"0",NA,NA,2016-04-01
"12105",2016,2,"315","Seasonal operations",8.2,"3.1",NA,NA,2016-04-01
"12106",2016,2,"315","Environmental restrictions",NA,"D",NA,NA,2016-04-01
"12107",2016,2,"315","Other (actual production less than full production)",13.5,"D",NA,NA,2016-04-01
"12108",2016,2,"316","Building capital expenditures",0,"6.4",NA,NA,2016-04-01
"12109",2016,2,"316","Machinery capital expenditures",0,"0",NA,NA,2016-04-01
"12110",2016,2,"316","Building retirements",0,"0",NA,NA,2016-04-01
"12111",2016,2,"316","Machinery retirements",0,"12.6",NA,NA,2016-04-01
"12112",2016,2,"316","Price changed, product mix same",11.3,"3",NA,NA,2016-04-01
"12113",2016,2,"316","Revised estimation assumptions",78.4,"15.4",NA,NA,2016-04-01
"12114",2016,2,"316","Change in method of operation",0,"4.7",NA,NA,2016-04-01
"12115",2016,2,"316","Change in product mix or specifications",NA,"D",NA,NA,2016-04-01
"12116",2016,2,"316","Change in material input",0,"9.9",NA,NA,2016-04-01
"12117",2016,2,"316","Other (full capacity: current vs. prior quarter)",NA,"4.5",NA,NA,2016-04-01
"12118",2016,2,"316","Not profitable to operate at full capacity",NA,"0",NA,NA,2016-04-01
"12119",2016,2,"316","Insufficient supply of materials",NA,"5.1",NA,NA,2016-04-01
"12120",2016,2,"316","Insufficient orders",81.3,"2.4",NA,NA,2016-04-01
"12121",2016,2,"316","Insufficient supply of labor",1.5,"1.9",NA,NA,2016-04-01
"12122",2016,2,"316","Lack of sufficient fuel or energy",0,"1.8",NA,NA,2016-04-01
"12123",2016,2,"316","Equipment limitations",NA,"0",NA,NA,2016-04-01
"12124",2016,2,"316","Storage limitations",NA,"11.1",NA,NA,2016-04-01
"12125",2016,2,"316","Logistics/transportation constraints",0,"0",NA,NA,2016-04-01
"12126",2016,2,"316","Sufficient inventory of finished goods",2.5,"1.4",NA,NA,2016-04-01
"12127",2016,2,"316","Strike or work stoppage",0,"0",NA,NA,2016-04-01
"12128",2016,2,"316","Seasonal operations",NA,"9.8",NA,NA,2016-04-01
"12129",2016,2,"316","Environmental restrictions",0,"0",NA,NA,2016-04-01
"12130",2016,2,"316","Other (actual production less than full production)",NA,"D",NA,NA,2016-04-01
"12131",2016,2,"321","Building capital expenditures",0.3,"9.8",NA,NA,2016-04-01
"12132",2016,2,"321","Machinery capital expenditures",14.6,"11.3",NA,NA,2016-04-01
"12133",2016,2,"321","Building retirements",0,"D",NA,NA,2016-04-01
"12134",2016,2,"321","Machinery retirements",0,"7.6",NA,NA,2016-04-01
"12135",2016,2,"321","Price changed, product mix same",13.8,"0",NA,NA,2016-04-01
"12136",2016,2,"321","Revised estimation assumptions",6.8,"12.5",NA,NA,2016-04-01
"12137",2016,2,"321","Change in method of operation",7.8,"0.3",NA,NA,2016-04-01
"12138",2016,2,"321","Change in product mix or specifications",23.6,"0",NA,NA,2016-04-01
"12139",2016,2,"321","Change in material input",5.4,"4.3",NA,NA,2016-04-01
"12140",2016,2,"321","Other (full capacity: current vs. prior quarter)",43.3,"6.7",NA,NA,2016-04-01
"12141",2016,2,"321","Not profitable to operate at full capacity",9.2,"0",NA,NA,2016-04-01
"12142",2016,2,"321","Insufficient supply of materials",11.6,"4.5",NA,NA,2016-04-01
"12143",2016,2,"321","Insufficient orders",59.6,"D",NA,NA,2016-04-01
"12144",2016,2,"321","Insufficient supply of labor",18.8,"D",NA,NA,2016-04-01
"12145",2016,2,"321","Lack of sufficient fuel or energy",0,"D",NA,NA,2016-04-01
"12146",2016,2,"321","Equipment limitations",14.1,"0",NA,NA,2016-04-01
"12147",2016,2,"321","Storage limitations",4.8,"5.1",NA,NA,2016-04-01
"12148",2016,2,"321","Logistics/transportation constraints",NA,"0",NA,NA,2016-04-01
"12149",2016,2,"321","Sufficient inventory of finished goods",6.1,"3",NA,NA,2016-04-01
"12150",2016,2,"321","Strike or work stoppage",NA,"0",NA,NA,2016-04-01
"12151",2016,2,"321","Seasonal operations",6.3,"D",NA,NA,2016-04-01
"12152",2016,2,"321","Environmental restrictions",0,"0",NA,NA,2016-04-01
"12153",2016,2,"321","Other (actual production less than full production)",13.6,"0",NA,NA,2016-04-01
"12154",2016,2,"322","Building capital expenditures",0,"15",NA,NA,2016-04-01
"12155",2016,2,"322","Machinery capital expenditures",5.8,"D",NA,NA,2016-04-01
"12156",2016,2,"322","Building retirements",NA,"D",NA,NA,2016-04-01
"12157",2016,2,"322","Machinery retirements",NA,"5.5",NA,NA,2016-04-01
"12158",2016,2,"322","Price changed, product mix same",17.7,"D",NA,NA,2016-04-01
"12159",2016,2,"322","Revised estimation assumptions",0,"14.7",NA,NA,2016-04-01
"12160",2016,2,"322","Change in method of operation",0,"5.5",NA,NA,2016-04-01
"12161",2016,2,"322","Change in product mix or specifications",47.2,"3.7",NA,NA,2016-04-01
"12162",2016,2,"322","Change in material input",5.7,"17.4",NA,NA,2016-04-01
"12163",2016,2,"322","Other (full capacity: current vs. prior quarter)",34.4,"D",NA,NA,2016-04-01
"12164",2016,2,"322","Not profitable to operate at full capacity",12.6,"0",NA,NA,2016-04-01
"12165",2016,2,"322","Insufficient supply of materials",NA,"4.7",NA,NA,2016-04-01
"12166",2016,2,"322","Insufficient orders",70,"3.7",NA,NA,2016-04-01
"12167",2016,2,"322","Insufficient supply of labor",8,"D",NA,NA,2016-04-01
"12168",2016,2,"322","Lack of sufficient fuel or energy",0,"0.8",NA,NA,2016-04-01
"12169",2016,2,"322","Equipment limitations",10.7,"D",NA,NA,2016-04-01
"12170",2016,2,"322","Storage limitations",4.9,"3.7",NA,NA,2016-04-01
"12171",2016,2,"322","Logistics/transportation constraints",3.3,"1.8",NA,NA,2016-04-01
"12172",2016,2,"322","Sufficient inventory of finished goods",3.4,"20.2",NA,NA,2016-04-01
"12173",2016,2,"322","Strike or work stoppage",0,"0.3",NA,NA,2016-04-01
"12174",2016,2,"322","Seasonal operations",24.5,"4.1",NA,NA,2016-04-01
"12175",2016,2,"322","Environmental restrictions",0,"0",NA,NA,2016-04-01
"12176",2016,2,"322","Other (actual production less than full production)",3,"D",NA,NA,2016-04-01
"12177",2016,2,"323","Building capital expenditures",0,"7.2",NA,NA,2016-04-01
"12178",2016,2,"323","Machinery capital expenditures",15.8,"7.3",NA,NA,2016-04-01
"12179",2016,2,"323","Building retirements",0,"4.7",NA,NA,2016-04-01
"12180",2016,2,"323","Machinery retirements",NA,"7.4",NA,NA,2016-04-01
"12181",2016,2,"323","Price changed, product mix same",15.8,"6.5",NA,NA,2016-04-01
"12182",2016,2,"323","Revised estimation assumptions",23.7,"7.5",NA,NA,2016-04-01
"12183",2016,2,"323","Change in method of operation",NA,"1.9",NA,NA,2016-04-01
"12184",2016,2,"323","Change in product mix or specifications",12.7,"3.3",NA,NA,2016-04-01
"12185",2016,2,"323","Change in material input",0,"4.4",NA,NA,2016-04-01
"12186",2016,2,"323","Other (full capacity: current vs. prior quarter)",61.1,"2.7",NA,NA,2016-04-01
"12187",2016,2,"323","Not profitable to operate at full capacity",0.5,"0",NA,NA,2016-04-01
"12188",2016,2,"323","Insufficient supply of materials",0,"3.6",NA,NA,2016-04-01
"12189",2016,2,"323","Insufficient orders",91.4,"2.6",NA,NA,2016-04-01
"12190",2016,2,"323","Insufficient supply of labor",19.3,"0.3",NA,NA,2016-04-01
"12191",2016,2,"323","Lack of sufficient fuel or energy",0,"2.3",NA,NA,2016-04-01
"12192",2016,2,"323","Equipment limitations",9.4,"0",NA,NA,2016-04-01
"12193",2016,2,"323","Storage limitations",NA,"3",NA,NA,2016-04-01
"12194",2016,2,"323","Logistics/transportation constraints",NA,"D",NA,NA,2016-04-01
"12195",2016,2,"323","Sufficient inventory of finished goods",NA,"5.1",NA,NA,2016-04-01
"12196",2016,2,"323","Strike or work stoppage",0,"0",NA,NA,2016-04-01
"12197",2016,2,"323","Seasonal operations",11,"8",NA,NA,2016-04-01
"12198",2016,2,"323","Environmental restrictions",0,"D",NA,NA,2016-04-01
"12199",2016,2,"323","Other (actual production less than full production)",3.5,"0",NA,NA,2016-04-01
"12200",2016,2,"324","Building capital expenditures",0,"7.8",NA,NA,2016-04-01
"12201",2016,2,"324","Machinery capital expenditures",NA,"8.6",NA,NA,2016-04-01
"12202",2016,2,"324","Building retirements",0,"1.3",NA,NA,2016-04-01
"12203",2016,2,"324","Machinery retirements",0,"10.6",NA,NA,2016-04-01
"12204",2016,2,"324","Price changed, product mix same",61.8,"5.9",NA,NA,2016-04-01
"12205",2016,2,"324","Revised estimation assumptions",NA,"9.4",NA,NA,2016-04-01
"12206",2016,2,"324","Change in method of operation",NA,"4.4",NA,NA,2016-04-01
"12207",2016,2,"324","Change in product mix or specifications",12.4,"2.6",NA,NA,2016-04-01
"12208",2016,2,"324","Change in material input",NA,"5.1",NA,NA,2016-04-01
"12209",2016,2,"324","Other (full capacity: current vs. prior quarter)",34.6,"4.4",NA,NA,2016-04-01
"12210",2016,2,"324","Not profitable to operate at full capacity",9.1,"0",NA,NA,2016-04-01
"12211",2016,2,"324","Insufficient supply of materials",4.4,"2.9",NA,NA,2016-04-01
"12212",2016,2,"324","Insufficient orders",34,"3.8",NA,NA,2016-04-01
"12213",2016,2,"324","Insufficient supply of labor",NA,"1",NA,NA,2016-04-01
"12214",2016,2,"324","Lack of sufficient fuel or energy",0,"5",NA,NA,2016-04-01
"12215",2016,2,"324","Equipment limitations",7.9,"0",NA,NA,2016-04-01
"12216",2016,2,"324","Storage limitations",3.9,"3.4",NA,NA,2016-04-01
"12217",2016,2,"324","Logistics/transportation constraints",NA,"2.5",NA,NA,2016-04-01
"12218",2016,2,"324","Sufficient inventory of finished goods",1.4,"4.1",NA,NA,2016-04-01
"12219",2016,2,"324","Strike or work stoppage",NA,"0.2",NA,NA,2016-04-01
"12220",2016,2,"324","Seasonal operations",5,"7.6",NA,NA,2016-04-01
"12221",2016,2,"324","Environmental restrictions",2.2,"0",NA,NA,2016-04-01
"12222",2016,2,"324","Other (actual production less than full production)",58.1,"D",NA,NA,2016-04-01
"12223",2016,2,"325","Building capital expenditures",0.5,"5.4",NA,NA,2016-04-01
"12224",2016,2,"325","Machinery capital expenditures",9.5,"4.2",NA,NA,2016-04-01
"12225",2016,2,"325","Building retirements",0,"1.5",NA,NA,2016-04-01
"12226",2016,2,"325","Machinery retirements",NA,"6.2",NA,NA,2016-04-01
"12227",2016,2,"325","Price changed, product mix same",25.5,"D",NA,NA,2016-04-01
"12228",2016,2,"325","Revised estimation assumptions",22.5,"10.7",NA,NA,2016-04-01
"12229",2016,2,"325","Change in method of operation",5.1,"5.6",NA,NA,2016-04-01
"12230",2016,2,"325","Change in product mix or specifications",26,"0.7",NA,NA,2016-04-01
"12231",2016,2,"325","Change in material input",10.4,"7.7",NA,NA,2016-04-01
"12232",2016,2,"325","Other (full capacity: current vs. prior quarter)",22.7,"5.1",NA,NA,2016-04-01
"12233",2016,2,"325","Not profitable to operate at full capacity",6.3,"0",NA,NA,2016-04-01
"12234",2016,2,"325","Insufficient supply of materials",7.2,"4.3",NA,NA,2016-04-01
"12235",2016,2,"325","Insufficient orders",81,"1.8",NA,NA,2016-04-01
"12236",2016,2,"325","Insufficient supply of labor",4.5,"0.1",NA,NA,2016-04-01
"12237",2016,2,"325","Lack of sufficient fuel or energy",0,"4.7",NA,NA,2016-04-01
"12238",2016,2,"325","Equipment limitations",12.4,"0",NA,NA,2016-04-01
"12239",2016,2,"325","Storage limitations",4,"5.6",NA,NA,2016-04-01
"12240",2016,2,"325","Logistics/transportation constraints",0.6,"5.6",NA,NA,2016-04-01
"12241",2016,2,"325","Sufficient inventory of finished goods",9.2,"4.1",NA,NA,2016-04-01
"12242",2016,2,"325","Strike or work stoppage",0,"D",NA,NA,2016-04-01
"12243",2016,2,"325","Seasonal operations",8.1,"3.7",NA,NA,2016-04-01
"12244",2016,2,"325","Environmental restrictions",NA,"0",NA,NA,2016-04-01
"12245",2016,2,"325","Other (actual production less than full production)",15.2,"0",NA,NA,2016-04-01
"12246",2016,2,"326","Building capital expenditures",0,"7.5",NA,NA,2016-04-01
"12247",2016,2,"326","Machinery capital expenditures",12.5,"14.4",NA,NA,2016-04-01
"12248",2016,2,"326","Building retirements",NA,"4.6",NA,NA,2016-04-01
"12249",2016,2,"326","Machinery retirements",0,"14.1",NA,NA,2016-04-01
"12250",2016,2,"326","Price changed, product mix same",18.3,"1.9",NA,NA,2016-04-01
"12251",2016,2,"326","Revised estimation assumptions",19.6,"14.5",NA,NA,2016-04-01
"12252",2016,2,"326","Change in method of operation",1.8,"5.8",NA,NA,2016-04-01
"12253",2016,2,"326","Change in product mix or specifications",42,"0.7",NA,NA,2016-04-01
"12254",2016,2,"326","Change in material input",6.3,"8.7",NA,NA,2016-04-01
"12255",2016,2,"326","Other (full capacity: current vs. prior quarter)",22,"1.7",NA,NA,2016-04-01
"12256",2016,2,"326","Not profitable to operate at full capacity",10.9,"0",NA,NA,2016-04-01
"12257",2016,2,"326","Insufficient supply of materials",3.6,"5.1",NA,NA,2016-04-01
"12258",2016,2,"326","Insufficient orders",82.7,"D",NA,NA,2016-04-01
"12259",2016,2,"326","Insufficient supply of labor",11.2,"D",NA,NA,2016-04-01
"12260",2016,2,"326","Lack of sufficient fuel or energy",0,"6.5",NA,NA,2016-04-01
"12261",2016,2,"326","Equipment limitations",6.2,"D",NA,NA,2016-04-01
"12262",2016,2,"326","Storage limitations",9,"1.8",NA,NA,2016-04-01
"12263",2016,2,"326","Logistics/transportation constraints",1.6,"D",NA,NA,2016-04-01
"12264",2016,2,"326","Sufficient inventory of finished goods",17.7,"3.7",NA,NA,2016-04-01
"12265",2016,2,"326","Strike or work stoppage",0,"1.1",NA,NA,2016-04-01
"12266",2016,2,"326","Seasonal operations",7.1,"5",NA,NA,2016-04-01
"12267",2016,2,"326","Environmental restrictions",3,"0",NA,NA,2016-04-01
"12268",2016,2,"326","Other (actual production less than full production)",7.8,"3.8",NA,NA,2016-04-01
"12269",2016,2,"327","Building capital expenditures",0.6,"3.2",NA,NA,2016-04-01
"12270",2016,2,"327","Machinery capital expenditures",13.2,"5.1",NA,NA,2016-04-01
"12271",2016,2,"327","Building retirements",0,"0",NA,NA,2016-04-01
"12272",2016,2,"327","Machinery retirements",NA,"6.2",NA,NA,2016-04-01
"12273",2016,2,"327","Price changed, product mix same",13.5,"3.7",NA,NA,2016-04-01
"12274",2016,2,"327","Revised estimation assumptions",5.3,"6.9",NA,NA,2016-04-01
"12275",2016,2,"327","Change in method of operation",2.2,"2.1",NA,NA,2016-04-01
"12276",2016,2,"327","Change in product mix or specifications",15.6,"1.9",NA,NA,2016-04-01
"12277",2016,2,"327","Change in material input",NA,"2.8",NA,NA,2016-04-01
"12278",2016,2,"327","Other (full capacity: current vs. prior quarter)",54.1,"3",NA,NA,2016-04-01
"12279",2016,2,"327","Not profitable to operate at full capacity",12.4,"0",NA,NA,2016-04-01
"12280",2016,2,"327","Insufficient supply of materials",0.9,"2.2",NA,NA,2016-04-01
"12281",2016,2,"327","Insufficient orders",69.8,"1.7",NA,NA,2016-04-01
"12282",2016,2,"327","Insufficient supply of labor",13.3,"0.6",NA,NA,2016-04-01
"12283",2016,2,"327","Lack of sufficient fuel or energy",0,"1.5",NA,NA,2016-04-01
"12284",2016,2,"327","Equipment limitations",8.6,"D",NA,NA,2016-04-01
"12285",2016,2,"327","Storage limitations",2.4,"1.4",NA,NA,2016-04-01
"12286",2016,2,"327","Logistics/transportation constraints",0.4,"D",NA,NA,2016-04-01
"12287",2016,2,"327","Sufficient inventory of finished goods",11.1,"1.9",NA,NA,2016-04-01
"12288",2016,2,"327","Strike or work stoppage",0,"0.6",NA,NA,2016-04-01
"12289",2016,2,"327","Seasonal operations",16.4,"5",NA,NA,2016-04-01
"12290",2016,2,"327","Environmental restrictions",10.1,"D",NA,NA,2016-04-01
"12291",2016,2,"327","Other (actual production less than full production)",6.9,"1.8",NA,NA,2016-04-01
"12292",2016,2,"331","Building capital expenditures",NA,"1.7",NA,NA,2016-04-01
"12293",2016,2,"331","Machinery capital expenditures",6.1,"5.6",NA,NA,2016-04-01
"12294",2016,2,"331","Building retirements",0,"2.4",NA,NA,2016-04-01
"12295",2016,2,"331","Machinery retirements",0,"8.2",NA,NA,2016-04-01
"12296",2016,2,"331","Price changed, product mix same",23.3,"2.5",NA,NA,2016-04-01
"12297",2016,2,"331","Revised estimation assumptions",34,"8.7",NA,NA,2016-04-01
"12298",2016,2,"331","Change in method of operation",5.1,"1.2",NA,NA,2016-04-01
"12299",2016,2,"331","Change in product mix or specifications",32.1,"1.3",NA,NA,2016-04-01
"12300",2016,2,"331","Change in material input",3,"4.4",NA,NA,2016-04-01
"12301",2016,2,"331","Other (full capacity: current vs. prior quarter)",31.2,"4.1",NA,NA,2016-04-01
"12302",2016,2,"331","Not profitable to operate at full capacity",9.7,"D",NA,NA,2016-04-01
"12303",2016,2,"331","Insufficient supply of materials",1.3,"1.9",NA,NA,2016-04-01
"12304",2016,2,"331","Insufficient orders",72.5,"0.5",NA,NA,2016-04-01
"12305",2016,2,"331","Insufficient supply of labor",4.3,"0",NA,NA,2016-04-01
"12306",2016,2,"331","Lack of sufficient fuel or energy",0,"1",NA,NA,2016-04-01
"12307",2016,2,"331","Equipment limitations",10.4,"D",NA,NA,2016-04-01
"12308",2016,2,"331","Storage limitations",NA,"2",NA,NA,2016-04-01
"12309",2016,2,"331","Logistics/transportation constraints",NA,"D",NA,NA,2016-04-01
"12310",2016,2,"331","Sufficient inventory of finished goods",9.6,"3.9",NA,NA,2016-04-01
"12311",2016,2,"331","Strike or work stoppage",NA,"0.7",NA,NA,2016-04-01
"12312",2016,2,"331","Seasonal operations",3.1,"3.4",NA,NA,2016-04-01
"12313",2016,2,"331","Environmental restrictions",NA,"0",NA,NA,2016-04-01
"12314",2016,2,"331","Other (actual production less than full production)",7,"0",NA,NA,2016-04-01
"12315",2016,2,"332","Building capital expenditures",1.5,"12.4",NA,NA,2016-04-01
"12316",2016,2,"332","Machinery capital expenditures",15.2,"11.7",NA,NA,2016-04-01
"12317",2016,2,"332","Building retirements",0,"1.6",NA,NA,2016-04-01
"12318",2016,2,"332","Machinery retirements",7.1,"12.9",NA,NA,2016-04-01
"12319",2016,2,"332","Price changed, product mix same",6.5,"1.7",NA,NA,2016-04-01
"12320",2016,2,"332","Revised estimation assumptions",14.4,"12.2",NA,NA,2016-04-01
"12321",2016,2,"332","Change in method of operation",0.1,"1.2",NA,NA,2016-04-01
"12322",2016,2,"332","Change in product mix or specifications",28.2,"3.7",NA,NA,2016-04-01
"12323",2016,2,"332","Change in material input",6.7,"3.7",NA,NA,2016-04-01
"12324",2016,2,"332","Other (full capacity: current vs. prior quarter)",39.5,"5",NA,NA,2016-04-01
"12325",2016,2,"332","Not profitable to operate at full capacity",6.4,"0",NA,NA,2016-04-01
"12326",2016,2,"332","Insufficient supply of materials",4.7,"5",NA,NA,2016-04-01
"12327",2016,2,"332","Insufficient orders",88.4,"D",NA,NA,2016-04-01
"12328",2016,2,"332","Insufficient supply of labor",14,"D",NA,NA,2016-04-01
"12329",2016,2,"332","Lack of sufficient fuel or energy",0,"3.7",NA,NA,2016-04-01
"12330",2016,2,"332","Equipment limitations",7.8,"0",NA,NA,2016-04-01
"12331",2016,2,"332","Storage limitations",4,"3.6",NA,NA,2016-04-01
"12332",2016,2,"332","Logistics/transportation constraints",0.8,"0",NA,NA,2016-04-01
"12333",2016,2,"332","Sufficient inventory of finished goods",3.7,"0.4",NA,NA,2016-04-01
"12334",2016,2,"332","Strike or work stoppage",NA,"D",NA,NA,2016-04-01
"12335",2016,2,"332","Seasonal operations",2.9,"D",NA,NA,2016-04-01
"12336",2016,2,"332","Environmental restrictions",NA,"D",NA,NA,2016-04-01
"12337",2016,2,"332","Other (actual production less than full production)",5.2,"D",NA,NA,2016-04-01
"12338",2016,2,"333","Building capital expenditures",0.8,"18.3",NA,NA,2016-04-01
"12339",2016,2,"333","Machinery capital expenditures",11.2,"15.8",NA,NA,2016-04-01
"12340",2016,2,"333","Building retirements",NA,"1.6",NA,NA,2016-04-01
"12341",2016,2,"333","Machinery retirements",2.8,"15.4",NA,NA,2016-04-01
"12342",2016,2,"333","Price changed, product mix same",2.9,"19.2",NA,NA,2016-04-01
"12343",2016,2,"333","Revised estimation assumptions",14.9,"16.4",NA,NA,2016-04-01
"12344",2016,2,"333","Change in method of operation",5.2,"3.1",NA,NA,2016-04-01
"12345",2016,2,"333","Change in product mix or specifications",38.4,"0.2",NA,NA,2016-04-01
"12346",2016,2,"333","Change in material input",3.2,"5",NA,NA,2016-04-01
"12347",2016,2,"333","Other (full capacity: current vs. prior quarter)",43.9,"4.7",NA,NA,2016-04-01
"12348",2016,2,"333","Not profitable to operate at full capacity",4.7,"0",NA,NA,2016-04-01
"12349",2016,2,"333","Insufficient supply of materials",3,"0.8",NA,NA,2016-04-01
"12350",2016,2,"333","Insufficient orders",80.4,"0.8",NA,NA,2016-04-01
