"","I_COMMODITY","value","tariff_val","effective_tariff","round_tariff","I_COMMODITY_LDESC"
"462","7321",15927249,3981812.25,0.25,0.25,"STOVES, RANGES, GRATES, COOKERS, BARBECUES, BRAZIERS AND SIMILAR NONELECTRIC DOMESTIC APPLIANCES, AND PARTS THEREOF, OF IRON OR STEEL"
"463","7322",17748,1774.8,0.1,0.1,"RADIATORS, AIR HEATERS AND HOT AIR DISTRIBUTORS HAVING A MOTOR-DRIVEN FAN OR BLOWER, NOT ELECTRICALLY HEATED, AND PARTS THEREOF, OF IRON OR STEEL"
"464","7323",676061,67606.1,0.1,0.1,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF IRON OR STEEL; IRON OR STEEL WOOL; POT SCOURERS, SCOURING PADS ETC., OF IRON OR STEEL"
"465","7324",797417,79741.7,0.1,0.1,"SANITARY WARE AND PARTS THEREOF, OF IRON OR STEEL"
"466","7325",550013,55001.3,0.1,0.1,"CAST ARTICLES NESOI, OF IRON OR STEEL"
"467","7326",9717809,2325288.65,0.239281164097792,0.24,"ARTICLES OF IRON OR STEEL, NESOI"
"468","7403",79642,0,0,0,"REFINED COPPER AND COPPER ALLOYS (OTHER THAN MASTER ALLOYS OF HEADING 7405), UNWROUGHT"
"469","7404",947895,0,0,0,"COPPER WASTE AND SCRAP"
"470","7407",8646698,0,0,0,"COPPER BARS, RODS AND PROFILES"
"471","7410",266214,0,0,0,"COPPER FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER OR OTHER BACKING MATERIALS), NOT OVER 0.15 MM (0.006 IN.) THICK (EXCLUDING ANY BACKING)"
"472","7411",131560,0,0,0,"COPPER TUBES AND PIPES"
"473","7412",9649428,0,0,0,"COPPER TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)"
"474","7413",2600,0,0,0,"STRANDED WIRE, CABLES, PLAITED BANDS AND SIMILAR ARTICLES, OF COPPER, NOT ELECTRICALLY INSULATED"
"475","7415",62553,0,0,0,"NAILS, TACKS, DRAWING PINS, STAPLES (EXCEPT THOSE FOR OFFICE ETC.) AND SIMILAR ARTICLES OF COPPER OR WITH COPPER HEADS; SCREWS, BOLTS ETC. OF COPPER"
"476","7418",31877,0,0,0,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF COPPER; POT SCOURERS ETC. OF COPPER; SANITARY WARE AND PARTS THEREOF, OF COPPER"
"477","7419",237482,0,0,0,"ARTICLES OF COPPER, NESOI"
"478","7503",2183318,218331.8,0.1,0.1,"NICKEL WASTE AND SCRAP"
"479","7505",51676,5167.6,0.1,0.1,"NICKLE BARS, RODS, PROFILES AND WIRE"
"480","7507",19978,1997.8,0.1,0.1,"NICKLE TUBES, PIPES AND TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)"
"481","7508",1069640,556,0.000519801054560413,0,"ARTICLES OF NICKEL, NESOI"
"482","7603",29252,2925.2,0.1,0.1,"ALUMINUM POWDERS AND FLAKES"
"483","7604",4318948,1079737,0.25,0.25,"ALUMINUM BARS, RODS AND PROFILES"
"484","7606",7898,1974.5,0.25,0.25,"ALUMINUM PLATES, SHEETS AND STRIP, OVER 0.2 MM (0.0079 IN.) THICK"
"485","7607",254700,63675,0.25,0.25,"ALUMINUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER OR OTHER BACKING MATERIALS), NOT OVER 0.2 MM (0.0079 IN.) THICK (EXCLUDING ANY BACKING)"
"486","7608",1375630,343907.5,0.25,0.25,"ALUMINUM TUBES AND PIPES"
"487","7609",45947,4594.7,0.1,0.1,"ALUMINUM TUBE OR PIPE FITTINGS (INCLUDING COUPLINGS, ELBOWS, AND SLEEVES)"
"488","7610",544848,136212,0.25,0.25,"ALUMINUM STRUCTURES (EXCLUDING PREFAB BUILDINGS OF HEADING 9406) AND PARTS THEREOF (BRIDGES, TOWERS ETC.), INCLUDING SHAPES PREPARED FOR STRUCTURE USE"
"489","7611",24846,2484.6,0.1,0.1,"ALUMINUM TANKS, VATS AND SIMILAR PLAIN, UNFITTED CONTAINERS, OF A CAPACITY OVER 300 LITERS (79.30 GAL.)"
"490","7612",282937,28293.7,0.1,0.1,"ALUMINUM CASKS, DRUMS, CANS AND SIMILAR CONTAINERS NESOI, OF A CAPACITY OF NOT OVER 300 LITERS (79.3 GAL.)"
"491","7613",7147443,714744.3,0.1,0.1,"ALUMINUM CONTAINERS FOR COMPRESSED OR LIQUEFID GAS"
"492","7615",28757,7189.25,0.25,0.25,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF ALUMINUM; POT SCOURERS ETC. OF ALUMINUM; SANITARY WARE AND PARTS THEREOF, OF ALUMINUM"
"493","7616",4668595,1147774.45,0.245850079092318,0.25,"ARTICLES OF ALUMINUM, NESOI"
"494","7907",23714,2150.1,0.090667959854938,0.09,"ARTICLES OF ZINC, NESOI"
"495","8007",2320,0,0,0,"ARTICLES OF TIN, NESOI"
"496","8101",13850900,12281.3,0.000886678843974038,0,"TUNGSTEN (WOLFRAM) AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
"497","8103",1555780,0,0,0,"TANTALUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
"498","8104",90414051,0,0,0,"MAGNESIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
"499","8105",3000,0,0,0,"COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; COBALT AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
"500","8108",3486527,0,0,0,"TITANIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
"501","8112",191196,14472.1,0.0756924831063411,0.08,"BERYLLIUM, CHROMIUM, HAFNIUM, RHENIUM, THALLIUM, CADMIUM, GERMANIUM, VANADIUM, GALLIUM, INDIUM AND NIOBIUM (COLUMBIUM) AND ARTICLES, INCL WASTE, SCRAP"
"502","8113",106154,10615.4,0.1,0.1,"CERMETS AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
"503","8202",1306799,130679.9,0.1,0.1,"HANDSAWS AND BASE METAL PARTS THEREOF; BLADES FOR SAWS OF ALL KINDS; BASE METAL PARTS OF SAWS, NESOI"
"504","8203",1227762,122776.2,0.1,0.1,"FILES, RASPS, PLIERS, PINCERS, METALCUTTING SHEARS, PIPE CUTTERS, BOLT CUTTERS AND SIMILAR HAND TOOLS, AND BASE METAL PARTS THEREOF"
"505","8204",110874,11087.4,0.1,0.1,"HAND-OPERATED SPANNERS AND WRENCHES, INCLUDING TORQUE METER WRENCHES (NOT TAP WRENCHES); SOCKET WRENCHES, WITH HANDLES ETC. OR NOT; BASE METAL PARTS"
"506","8205",3963179,396317.9,0.1,0.1,"HANDTOOLS NESOI; BLOW TORCHES ETC.; VISES, CLAMPS AND THE LIKE NESOI; ANVILS; PORTABLE FORGES; GRINDING WHEELS WITH FRAMEWORKS; BASE METAL PARTS"
"507","8206",176206,17620.6,0.1,0.1,"TOOLS OF TWO OR MORE OF THE HEADINGS 8202 TO 8205 (SAWS, FILES, PLIERS, WRENCHES ETC. AND HANDTOOLS ETC. NESOI) PUT UP IN SETS FOR RETAIL SALE"
"508","8207",49343491,4934349.1,0.1,0.1,"INTERCHANGEABLE TOOLS FOR HANDTOOLS (POWER-OPERATED OR NOT) OR FOR MACHINE-TOOLS, INCLUDING DIES FOR EXTRUDING METAL, AND BASE METAL PARTS THEREOF"
"509","8208",3879571,387957.1,0.1,0.1,"KNIVES AND CUTTING BLADES, FOR MACHINES OR MECHANICAL APPLIANCES, AND BASE METAL PARTS THEREOF"
"510","8209",207620634,20762063.4,0.1,0.1,"PLATES, STICKS, TIPS AND THE LIKE FOR TOOLS, UNMOUNTED, OF CERMETS"
"511","8211",395551,39555.1,0.1,0.1,"KNIVES WITH CUTTING BLADES (INCLUDING PRUNING KNIVES), OTHER THAN KNIVES AND CUTTING BLADES FOR MACHINES OR MECHANICAL APPLIANCES OF HEADING 8208"
"512","8212",17869898,1786989.8,0.1,0.1,"RAZORS AND RAZOR BLADES (INCLUDING RAZOR BLADE BLANKS IN STRIPS), AND BASE METAL PARTS THEREOF"
"513","8214",154145,15414.5,0.1,0.1,"ARTICLES OF CUTLERY NESOI (INCLUDING HAIR CLIPPERS, BUTCHERS' CLEAVERS ETC.); MANICURE OR PEDICURE SETS AND INSTRUMENTS; BASE METAL PARTS THEREOF"
"514","8215",5780,578,0.1,0.1,"SPOONS, FORKS, LADLES, CAKE-SERVERS, BUTTER-KNIVES, ETC. AND SIMILAR KITCHEN OR TABLEWARE OF BASE METAL, AND BASE METAL PARTS THEREOF"
"515","8301",4912550,491255,0.1,0.1,"PADLOCKS AND LOCKS, INCLUDING CLASPS AND FRAMES WITH CLASPS, INCORPORATING LOCKS, OF BASE METAL; KEYS AND PARTS OF THE FOREGOING, OF BASE METAL"
"516","8302",9628906,2105346.7,0.218648587908118,0.22,"MOUNTINGS AND OTHER HARDWARE FOR FURNITURE, DOORS, WINDOWS ETC.; HATRACKS, CASTORS ETC.; DOOR CLOSURES; THE FOREGOING AND PARTS THEREOF, OF BASE METAL"
"517","8303",1520194,152019.4,0.1,0.1,"ARMORED OR REINFORCED SAFES, STRONG-BOXES, DOORS AND SAFE DEPOSIT LOCKERS FOR STRONG-ROOMS, CASH OR DEED BOXES ETC., AND PARTS THEREOF, OF BASE METAL"
"518","8306",338356,55272.55,0.163356198796534,0.16,"BELLS, GONGS AND THE LIKE, NONELECTRIC; ORNAMENTS; PHOTOGRAPH OR SIMILAR FRAMES; MIRRORS; THE FOREGOING AND PARTS THEREOF, OF BASE METAL"
"519","8307",33071520,3307152,0.1,0.1,"FLEXIBLE TUBING OF BASE METAL, WITH OR WITHOUT FITTINGS"
"520","8308",589187,58918.7,0.1,0.1,"CLASPS, BUCKLES, HOOKS, EYES, EYELETS ETC. USED FOR CLOTHING ETC.; SPECIFIED RIVETS; BEADS OR SPANGLES; THE FOREGOING AND PARTS THEREOF, OF BASE METAL"
"521","8309",72915,7291.5,0.1,0.1,"STOPPERS, CAPS AND LIDS, CAPSULES FOR BOTTLES, THREADED BUNGS, SEALS AND OTHER PACKING ACCESSORIES, AND PARTS THEREOF, OF BASE METAL"
"522","8310",551270,55127,0.1,0.1,"SIGN PLATES, NAME PLATES, ADDRESS PLATES AND SIMILAR PLATES, NUMBERS, LETTERS AND OTHER SYMBOLS (NOT ILLUMINATED), AND PARTS THEREOF, OF BASE METAL"
"523","8311",207465,20746.5,0.1,0.1,"WIRE, RODS ETC. OF BASE METAL OR METAL CARBIDES WITH FLUX FOR SOLDERING ETC.; WIRE AND RODS OF BASE METAL POWDER FOR METAL SPRAYING; BASE METAL PARTS"
"524","8402",137048,13704.8,0.1,0.1,"STEAM OR OTHER VAPOR GENERATING BOILERS NESOI; SUPER-HEATED WATER BOILERS; PARTS THEREOF"
"525","8404",1141811,114181.1,0.1,0.1,"AUXILIARY PLANT FOR USE WITH BOILERS (STEAM OR OTHER VAPOR GENERATING, SUPER-HEATED AND CENTRAL HEATING); VAPOR POWER UNIT CONDENSERS; PARTS THEREOF"
"526","8405",648622,64862.2,0.1,0.1,"PRODUCER GAS OR WATER GAS GENERATORS; ACETYLENE GAS GENERATORS AND SIMILAR WATER PROCESS GAS GENERATORS; PARTS THEREOF"
"527","8406",5083681,508368.1,0.1,0.1,"STEAM TURBINES AND OTHER VAPOR TURBINES, AND PARTS THEREOF"
"528","8409",6249237,625813.05,0.100142313373617,0.1,"PARTS FOR SPARK-IGNITION RECIPROCATING OR ROTARY INTERNAL COMBUSTION PISTON ENGINES AND COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES"
"529","8411",287157126,28715712.6,0.1,0.1,"TURBOJETS, TURBOPROPELLERS AND OTHER GAS TURBINES, AND PARTS THEREOF"
"530","8412",4039745,403974.5,0.1,0.1,"ENGINES AND MOTORS NESOI, AND PARTS THEREOF"
"531","8413",11281992,1669783.8,0.14800434178645,0.15,"PUMPS FOR LIQUIDS, WITH OR WITHOUT A MEASURING DEVICE; LIQUID ELEVATORS; PARTS THEREOF"
"532","8414",8502102,1019330.85,0.119891627976235,0.12,"AIR/VACUUM PUMPS, AIR/GAS COMPRESSORS AND FANS; VENTILATING/RECYCLING HOODS INCORP A FAN; GAS-TIGHT BIOLOGICAL SAFETY CABINETS; PARTS THEREOF"
"533","8415",8311765,1549843,0.186463765517913,0.19,"AIR CONDITIONING MACHINES, COMPRISING A MOTOR-DRIVEN FAN AND ELEMENTS FOR CHANGING THE TEMPERATURE AND HUMIDITY; PARTS THEREOF"
"534","8416",113975,11397.5,0.1,0.1,"FURNACE BURNERS FOR LIQUID FUEL, PULVERIZED SOLID FUEL OR GAS; MECHANICAL STOKERS, GRATES, ASH DISCHARGERS AND SIMILAR APPLIANCES; PARTS THEREOF"
"535","8417",292525,29252.5,0.1,0.1,"INDUSTRIAL OR LABORATORY FURNACES AND OVENS, INCLUDING INCINERATORS, NONELECTRIC, AND PARTS THEREOF"
"536","8418",1038751,105078.1,0.101158121628764,0.1,"REFRIGERATORS, FREEZERS AND OTHER REFRIGERATING OR FREEZING EQUIPMENT, ELECTRIC OR OTHER; HEAT PUMPS NESOI, PARTS THEREOF"
"537","8419",37035114,3814481.7,0.102996353676676,0.1,"MACHINERY OR EQUIPMENT FOR THE TREATMENT OF MATERIALS BY A CHANGE OF TEMPERATURE; INSTANTANEOUS OR STORAGE WATER HEATERS, NONELECTRIC; PARTS THEREOF"
"538","8420",16750,1675,0.1,0.1,"CALENDERING OR OTHER ROLLING MACHINES, OTHER THAN FOR METALS OR GLASS, AND CYLINDERS THEREFOR; PARTS THEREOF"
"539","8421",127581023,12786440.45,0.100222118849133,0.1,"CENTRIFUGES, INCLUDING CENTRIFUGAL DRYERS; FILTERING OR PURIFYING MACHINERY AND APPARATUS, FOR LIQUIDS OR GASES; PARTS THEREOF"
"540","8422",9969926,996992.6,0.1,0.1,"MACHINES, FOR DISHWASHING, FOR CLEANING, DRYING, FILLING, CLOSING ETC. CONTAINERS, FOR OTHER PACKING ETC., AND FOR AERATING BEVERAGES; PARTS THEREOF"
"541","8423",582457,58245.7,0.1,0.1,"WEIGHING MACHINERY (EXCLUDING SPECIFIC BALANCES), WEIGHT-OPERATED COUNTING OR CHECKING MACHINES, AND WEIGHING MACHINE WEIGHTS; WEIGHING MACHINE PARTS"
"542","8424",49300821,4930082.1,0.1,0.1,"MECHANICAL APPLIANCES FOR DISPERSING LIQUID OR POWDER; FIRE EXTINGUISHERS; SPRAY GUNS ETC.; STEAM OR SAND BLASTING AND SIMILAR MACHINES; PARTS THEREOF"
"543","8425",724652,108759.05,0.150084523329819,0.15,"PULLEY TACKLE AND HOISTS OTHER THAN SKIP HOISTS; WINCHES AND CAPSTANS; JACKS"
"544","8427",790715,79071.5,0.1,0.1,"FORK-LIFT TRUCKS; OTHER WORKS TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT"
"545","8428",4135662,413566.2,0.1,0.1,"LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY (INCLUDING ELEVATORS, ESCALATORS AND CONVEYORS)"
"546","8430",510000,51000,0.1,0.1,"MACHINERY NESOI, FOR MOVING, GRADING, EXCAVATING, BORING ETC. EARTH, MINERALS OR ORES; PILE-DRIVERS AND PILE-EXTRACTORS; SNOWPLOWS AND SNOWBLOWERS"
"547","8431",3419631,763035.45,0.223133855670392,0.22,"PARTS OF MACHINERY OF HEADINGS 8425 TO 8430 COVERING DERRICKS, FORK-LIFT TRUCKS, CONVEYERS, SELF-PROPELLED BULLDOZERS, GRADERS, SNOWPLOWS, ETC."
"548","8432",297623,48219.5,0.162015368435907,0.16,"AGRICULTURAL, HORTICULTURAL OR FORESTRY MACHINERY FOR SOIL PREPARATION OR CULTIVATION; LAWN OR SPORTS GROUND ROLLERS; PARTS THEREOF"
"549","8433",3010694,301069.4,0.1,0.1,"HARVESTING OR THRESHING MACHINES; GRASS OR HAY MOWERS; MACHINES FOR CLEANING, SORTING OR GRADING EGGS, FRUIT OR OTHER PRODUCE, NESOI; PARTS THEREOF"
"550","8434",6772279,677227.9,0.1,0.1,"MILKING MACHINES AND DAIRY MACHINERY, AND PARTS THEREOF"
"551","8435",3900,390,0.1,0.1,"PRESSES, CRUSHERS AND SIMILAR MACHINERY USED IN THE MANUFACTURE OF WINE, CIDER, FRUIT JUICES OR SIMILAR BEVERAGES; PARTS THEREOF"
"552","8436",24356858,2435685.8,0.1,0.1,"AGRICULTURAL, HORTICULTURAL, FORESTRY, POULTRY-KEEPING OR BEE-KEEPING MACHINERY, NESOI; POULTRY INCUBATORS AND BROODERS; PARTS THEREOF"
"553","8437",209377,20937.7,0.1,0.1,"MACHINES FOR CLEANING, SORTING OR GRADING SEED, GRAIN, ETC.; MILLING MACHINES FOR WORKING CEREALS OR DRIED LEGUMINOUS VEGETABLES, NESOI; PARTS THEREOF"
"554","8438",859058,85905.8,0.1,0.1,"MACHINERY FOR THE INDUSTRIAL PREPARATION OR MANUFACTURE OF FOOD OR DRINK, OTHER THAN FOR EXTRACTION OR PREPARATION OF FATS OR OILS; PARTS NESOI"
"555","8439",8400,840,0.1,0.1,"MACHINERY FOR MAKING PULP OF FIBROUS CELLULOSIC MATERIAL OR FOR MAKING OR FINISHING PAPER OR PAPERBOARD, NESOI; PARTS THEREOF"
"556","8440",353500,35350,0.1,0.1,"BOOKBINDING MACHINERY, INCLUDING BOOK-SEWING MACHINES, AND PARTS THEREOF"
"557","8441",6698120,669812,0.1,0.1,"MACHINERY NESOI FOR MAKING UP PAPER PULP, PAPER OR PAPERBOARD, INCLUDING CUTTING MACHINES, AND PARTS THEREOF"
"558","8442",338198,33819.8,0.1,0.1,"MACHINERY ETC. NESOI, FOR TYPESETTING ETC., FOR PREPARING OR MAKING PRINTING COMPONENTS; BLOCKS, PLATES ETC. PREPARED FOR PRINTING; PARTS THEREOF"
"559","8443",279241927,27924192.7,0.1,0.1,"PRINTING MACHINERY (INCLUDING INK-JET PRINTING MACHINES, EXCEPT THOSE OF 8471); MACHINES FOR USES ANCILLARY TO PRINTING; PARTS THEREOF"
"560","8445",777364,77736.4,0.1,0.1,"MACHINES FOR PREPARING TEXTILE FIBERS; MACHINERY FOR PRODUCING TEXTILE YARNS AND FOR PREPARING TEXTILE YARNS FOR KNITTING OR WEAVING MACHINES"
"561","8448",23218,2321.8,0.1,0.1,"AUXILIARY MACHINERY FOR USE WITH TEXTILE MACHINES (HEADING 8444 TO 8447); PARTS THEREOF AND ACCESSORIES (SPINDLES, CARD CLOTHING, SHUTTLES ETC.)"
"562","8449",1402865,140286.5,0.1,0.1,"MACHINERY FOR THE MANUFACTURE OR FINISHING OF FELT OR NONWOVENS IN THE PIECE OR IN SHAPES, OR FOR MAKING OR BLOCKING FELT HATS; PARTS THEREOF"
"563","8451",345936,34593.6,0.1,0.1,"MACHINERY (EXCEPT LAUNDRY) FOR WASHING, CLEANING, PRESSING, UNREELING ETC. TEXTILES; MACHINES FOR APPLYING PASTE TO FLOOR COVERINGS; PARTS THEREOF"
"564","8452",202978,20297.8,0.1,0.1,"SEWING MACHINES, OTHER THAN BOOK-SEWING MACHINES; SEWING MACHINE FURNITURE, BASES AND COVERS; SEWING MACHINE NEEDLES; PARTS THEREOF"
"565","8455",3154,315.4,0.1,0.1,"METAL-ROLLING MILLS AND ROLLS THEREFOR; PARTS THEREOF"
"566","8456",3266817,326681.7,0.1,0.1,"MACHINE TOOLS FOR WORKING ANY MATERIAL BY REMOVAL OF MATERIAL, BY LASER/OTHER LIGHT/PHOTON BEAM, ULTRASONIC, ELECTRO-DISCH ETC; WATER-JET CUTTING MACH"
"567","8458",36800,3680,0.1,0.1,"LATHES FOR REMOVING METAL, INCLUDING TURNING CENTERS"
"568","8460",48210,4821,0.1,0.1,"MACHINE TOOLS FOR DEBURRING, HONING OR OTHERWISE FINISHING METAL OR CERMETS BY MEANS OF GRINDING, ABRASIVE OR POLISHING PRODUCTS, NESOI"
"569","8461",201579,20157.9,0.1,0.1,"MACHINE TOOLS FOR PLANING, SHAPING, BROACHING ETC., GEAR CUTTING, GEAR FINISHING ETC., AND OTHER MACHINE TOOLS WORKING BY REMOVING METAL ETC., NESOI"
"570","8462",678158,67815.8,0.1,0.1,"MACHINE TOOLS AND PRESSES FOR WORKING METAL/METAL CARBIDES BY FORGING, HAMMERING, BENDING, STRAIGHTENING, FLATTENING, SHEARING, PUNCHING, NOTCHING ETC"
"571","8463",1330653,133065.3,0.1,0.1,"MACHINE TOOLS FOR WORKING METAL OR CERMETS, WITHOUT REMOVING METAL, NESOI"
"572","8464",4125939,412593.9,0.1,0.1,"MACHINE TOOLS FOR WORKING STONE, CERAMICS, CONCRETE, ASBESTOS-CEMENT OR LIKE MINERAL MATERIALS OR FOR COLD WORKING GLASS"
"573","8465",75000,7500,0.1,0.1,"MACHINE TOOLS FOR WORKING WOOD, CORK, BONE, HARD RUBBER, HARD PLASTICS OR SIMILAR HARD MATERIALS (INCLUDING MACHINES FOR NAILING, STAPLING ETC.)"
"574","8466",54142096,5414209.6,0.1,0.1,"PARTS AND ACCESSORIES FOR USE WITH MACHINE TOOLS OF HEADINGS 8456 TO 8465, INCLUDING WORK OR TOOL HOLDERS AND OTHER SPECIAL ATTACHMENTS"
"575","8467",3210935,321093.5,0.1,0.1,"TOOLS FOR WORKING IN THE HAND, PNEUMATIC, HYDRAULIC OR WITH SELF-CONTAINED ELECTRIC OR NONELECTRIC MOTOR, AND PARTS THEREOF"
"576","8468",9690,969,0.1,0.1,"MACHINERY AND APPARATUS FOR SOLDERING, BRAZING OR WELDING, NONELECTRIC; GAS-OPERATED SURFACE TEMPERING MACHINES AND APPLIANCES; PARTS THEREOF"
"577","8470",1439489,143948.9,0.1,0.1,"CALCULATING MACHINES (INCL POCKET-SIZE DATA TYPE); ACCOUNTING, POSTAGE-FRANKING & TICKET-ISSUING & LIKE MACH WITH CALCULATING DEVICE; CASH REGISTERS"
"578","8471",234752438,0,0,0,"AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING AND PROCESSING CODED DATA, NESOI"
"579","8472",1021829,102182.9,0.1,0.1,"OFFICE MACHINES NESOI (INCLUDING DUPLICATING MACHINES, ADDRESSING MACHINES, BANKNOTE DISPENSERS, COIN-SORTING, COIN-COUNTING OR WRAPPING MACHINES)"
"580","8473",68068292,91418.3,0.0013430379595833,0,"PARTS AND ACCESSORIES NESOI FOR TYPEWRITERS AND OTHER OFFICE MACHINES OF HEADINGS 8469 TO 8472"
"581","8474",1184517,118451.7,0.1,0.1,"MACHINERY FOR SORTING, GRINDING ETC. MINERALS; MACHINERY FOR AGGLOMERATING ETC. MINERAL PRODUCTS AND FOR FORMING FOUNDRY MOLDS OF SAND; PARTS THEREOF"
"582","8475",3260,326,0.1,0.1,"MACHINES FOR ASSEMBLING ELECTRIC LAMPS, TUBES OR FLASHBULBS, IN GLASS ENVELOPES; MACHINES FOR MAKING OR HOT WORKING GLASS OR GLASSWARE; PARTS THEREOF"
"583","8476",10058668,1005866.8,0.1,0.1,"AUTOMATIC GOODS VENDING MACHINES, INCLUDING CIGARETTE, FOOD OR BEVERAGE AND MONEY-CHANGING MACHINES; PARTS THEREOF"
"584","8477",4021578,402157.8,0.1,0.1,"MACHINERY FOR WORKING RUBBER OR PLASTICS OR FOR THE MANUFACTURE OF PRODUCTS THEREFROM, NESOI; PARTS THEREOF"
"585","8479",41385454,4141205.8,0.100064283455728,0.1,"MACHINES AND MECHANICAL APPLIANCES HAVING INDIVIDUAL FUNCTIONS, NESOI; PARTS THEREOF"
"586","8480",1164261,116426.1,0.1,0.1,"MOLDING BOXES FOR METAL FOUNDRY; MOLD BASES; MOLDING PATTERNS; MOLDS FOR METALS, NESOI, METAL CARBIDES, GLASS, MINERAL MATERIALS, RUBBER OR PLASTICS"
"587","8481",110910436,11927979.7,0.107546053646385,0.11,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIPES, BOILER SHELLS, TANKS, VATS OR THE LIKE; PARTS THEREOF"
"588","8482",4716490,617131.9,0.13084558644246,0.13,"BALL OR ROLLER BEARINGS, AND PARTS THEREOF"
"589","8483",25162588,2521313.95,0.100200899446432,0.1,"TRANSMISSION SHAFTS AND CRANKS; BEARING HOUSINGS, HOUSED BEARINGS ETC.; GEARS AND GEARING; BALL & ROLLER SCREWS; CLUTCHES, ETC.; AND PARTS"
"590","8484",483329,48332.9,0.1,0.1,"GASKETS AND LIKE JOINTS OF METAL SHEET COMBINED WITH OTHER MATERIAL OR METAL LAYERS; ASSORTMENTS OF GASKETS AND LIKE JOINTS, MECHANICAL SEALS, ETC."
"591","8485",70441990,7044199,0.1,0.1,"MACHINES FOR ADDITIVE MANUFACTURING"
"592","8486",40482264,0,0,0,"MACHINES AND APPARATUS PRINCIPALLY FOR MANUF OF SEMICONDUC BOULES/WAFERS, DEVICES, ELEC INT CIRCUTS/FLAT PANEL DISPLAYS; MACH OF C84 NOTE 11(C); PARTS"
"593","8487",528479,132119.75,0.25,0.25,"MACHINERY PARTS, NOT CONT. ELECTRICAL CONNECTORS, INSULATORS, COILS, CONTACTS, ETC. NESOI"
"594","8501",8074714,1310934.85,0.162350623192351,0.16,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS)"
"595","8502",67025,6702.5,0.1,0.1,"ELECTRIC GENERATING SETS AND ROTARY CONVERTERS"
"596","8503",938014,131982.4,0.140704083307925,0.14,"PARTS OF ELECTRIC MOTORS, GENERATORS, GENERATING SETS AND ROTAARY CONVERTERS"
"597","8504",118503455,11850345.5,0.1,0.1,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS OR INDUCTORS; POWER SUPPLIES FOR ADP MACHINES OR UNITS; PARTS THEREOF"
"598","8505",1615764,161576.4,0.1,0.1,"ELECTROMAGNETS; PERMANENT MAGNETS AND ARTICLES TO BE PERMANENT AFTER MAGNETIZATION; ELECTROMAGNETIC OR PERMANENT MAGNET CHUCKS, BRAKES ETC.; PARTS"
"599","8506",57347182,5734718.2,0.1,0.1,"PRIMARY CELLS AND PRIMARY BATTERIES; PARTS THEREOF"
"600","8507",8006068,827228.35,0.103325171607336,0.1,"ELECTRIC STORAGE BATTERIES, INCLUDING SEPARATORS THEREFOR; PARTS THEREOF"
"601","8508",8580,1695,0.197552447552448,0.2,"VACUUM CLEANERS; PARTS THEREOF"
"602","8509",881227,88122.7,0.1,0.1,"ELECTROMECHANICAL DOMESTIC APPLIANCES, WITH SELF-CONTAINED ELECTRIC MOTOR; PARTS THEREOF"
"603","8510",234773,23477.3,0.1,0.1,"ELECTRIC SHAVERS AND HAIR CLIPPERS AND HAIR-REMOVING APPLIANCES, WITH SELF-CONTAINED ELECTRIC MOTOR; PARTS THEREOF"
"604","8511",288226,58401.7,0.20262467646916,0.2,"ELECTRICAL IGNITION OR STARTING EQUIPMENT USED FOR SPARK-IGNITION OR COMPRESSION-IGNITION INTERNAL COMBUSTION ENGINES; GENERATORS ETC. THEREFOR; PARTS"
"605","8512",3277762,422919.4,0.129026878705653,0.13,"ELECTRICAL LIGHTING OR SIGNALING EQUIPMENT NESOI, WINDSHIELD WIPERS, DEFROSTERS AND DEMISTERS USED FOR CYCLES OR MOTOR VEHICLES; PARTS THEREOF"
