Year,Quarter,Sector,Measure,Value,SE,Lower CI,Upper CI
2014,4,327,Insufficient orders,69.93,6.22,,
2014,4,327,Insufficient supply of labor,6.46,3.65,,
2014,4,327,Lack of sufficient fuel or energy,0.00,0.00,,
2014,4,327,Equipment limitations,4.74,2.72,,
2014,4,327,Storage limitations,1.25,0.62,,
2014,4,327,Logistics/transportation constraints,1.17,0.62,,
2014,4,327,Sufficient inventory of finished goods,8.10,3.14,,
2014,4,327,Strike or work stoppage,0.00,0.00,,
2014,4,327,Seasonal operations,22.76,5.72,,
2014,4,327,Environmental restrictions,0.42,0.25,,
2014,4,327,Other (actual production less than full production),6.76,3.13,,
2014,4,331,Building capital expenditures,D,D,,
2014,4,331,Machinery capital expenditures,3.12,2.04,,
2014,4,331,Building retirements,0.00,0.00,,
2014,4,331,Machinery retirements,18.83,19.36,,
2014,4,331,"Price changed, product mix same",29.47,17.85,,
2014,4,331,Revised estimation assumptions,2.11,1.06,,
2014,4,331,Change in method of operation,1.79,1.31,,
2014,4,331,Change in product mix or specifications,21.69,10.92,,
2014,4,331,Change in material input,3.74,2.39,,
2014,4,331,Other (full capacity: current vs. prior quarter),28.34,18.65,,
2014,4,331,Not profitable to operate at full capacity,4.33,2.30,,
2014,4,331,Insufficient supply of materials,12.48,7.00,,
2014,4,331,Insufficient orders,88.47,5.37,,
2014,4,331,Insufficient supply of labor,3.06,2.20,,
2014,4,331,Lack of sufficient fuel or energy,0.00,0.00,,
2014,4,331,Equipment limitations,4.87,2.35,,
2014,4,331,Storage limitations,D,D,,
2014,4,331,Logistics/transportation constraints,0.00,0.00,,
2014,4,331,Sufficient inventory of finished goods,1.06,0.45,,
2014,4,331,Strike or work stoppage,0.00,0.00,,
2014,4,331,Seasonal operations,12.34,6.96,,
2014,4,331,Environmental restrictions,0.34,0.31,,
2014,4,331,Other (actual production less than full production),6.62,5.15,,
2014,4,332,Building capital expenditures,2.23,1.27,,
2014,4,332,Machinery capital expenditures,11.39,4.53,,
2014,4,332,Building retirements,0.10,0.09,,
2014,4,332,Machinery retirements,0.21,0.13,,
2014,4,332,"Price changed, product mix same",16.69,5.33,,
2014,4,332,Revised estimation assumptions,16.52,5.43,,
2014,4,332,Change in method of operation,5.50,3.59,,
2014,4,332,Change in product mix or specifications,26.12,6.09,,
2014,4,332,Change in material input,2.61,2.58,,
2014,4,332,Other (full capacity: current vs. prior quarter),30.89,6.80,,
2014,4,332,Not profitable to operate at full capacity,8.35,2.14,,
2014,4,332,Insufficient supply of materials,2.67,1.24,,
2014,4,332,Insufficient orders,83.69,2.79,,
2014,4,332,Insufficient supply of labor,15.58,2.85,,
2014,4,332,Lack of sufficient fuel or energy,0.00,0.00,,
2014,4,332,Equipment limitations,4.85,1.60,,
2014,4,332,Storage limitations,0.88,0.69,,
2014,4,332,Logistics/transportation constraints,0.16,0.08,,
2014,4,332,Sufficient inventory of finished goods,4.47,1.56,,
2014,4,332,Strike or work stoppage,0.00,0.00,,
2014,4,332,Seasonal operations,7.83,1.96,,
2014,4,332,Environmental restrictions,2.34,1.23,,
2014,4,332,Other (actual production less than full production),4.36,1.50,,
2014,4,333,Building capital expenditures,5.70,4.34,,
2014,4,333,Machinery capital expenditures,12.34,5.04,,
2014,4,333,Building retirements,0.00,0.00,,
2014,4,333,Machinery retirements,0.26,0.23,,
2014,4,333,"Price changed, product mix same",9.87,7.65,,
2014,4,333,Revised estimation assumptions,17.63,7.94,,
2014,4,333,Change in method of operation,0.72,0.49,,
2014,4,333,Change in product mix or specifications,30.11,7.98,,
2014,4,333,Change in material input,2.69,1.56,,
2014,4,333,Other (full capacity: current vs. prior quarter),33.01,10.66,,
2014,4,333,Not profitable to operate at full capacity,8.67,2.99,,
2014,4,333,Insufficient supply of materials,3.75,1.70,,
2014,4,333,Insufficient orders,82.94,3.93,,
2014,4,333,Insufficient supply of labor,6.55,2.48,,
2014,4,333,Lack of sufficient fuel or energy,0.06,0.05,,
2014,4,333,Equipment limitations,2.83,0.81,,
2014,4,333,Storage limitations,0.54,0.19,,
2014,4,333,Logistics/transportation constraints,0.83,0.50,,
2014,4,333,Sufficient inventory of finished goods,3.23,1.21,,
2014,4,333,Strike or work stoppage,0.00,0.00,,
2014,4,333,Seasonal operations,4.11,1.28,,
2014,4,333,Environmental restrictions,0.09,0.05,,
2014,4,333,Other (actual production less than full production),9.70,3.40,,
2014,4,334,Building capital expenditures,1.05,1.03,,
2014,4,334,Machinery capital expenditures,2.96,1.95,,
2014,4,334,Building retirements,0.00,0.00,,
2014,4,334,Machinery retirements,0.00,0.00,,
2014,4,334,"Price changed, product mix same",0.80,0.26,,
2014,4,334,Revised estimation assumptions,18.90,12.40,,
2014,4,334,Change in method of operation,6.88,4.85,,
2014,4,334,Change in product mix or specifications,41.90,14.90,,
2014,4,334,Change in material input,1.52,1.01,,
2014,4,334,Other (full capacity: current vs. prior quarter),37.53,13.88,,
2014,4,334,Not profitable to operate at full capacity,6.26,3.65,,
2014,4,334,Insufficient supply of materials,6.39,3.68,,
2014,4,334,Insufficient orders,90.51,2.75,,
2014,4,334,Insufficient supply of labor,4.58,3.60,,
2014,4,334,Lack of sufficient fuel or energy,0.00,0.00,,
2014,4,334,Equipment limitations,3.41,1.85,,
2014,4,334,Storage limitations,0.31,0.29,,
2014,4,334,Logistics/transportation constraints,0.34,0.29,,
2014,4,334,Sufficient inventory of finished goods,4.56,3.56,,
2014,4,334,Strike or work stoppage,D,D,,
2014,4,334,Seasonal operations,0.88,0.35,,
2014,4,334,Environmental restrictions,0.00,0.00,,
2014,4,334,Other (actual production less than full production),5.27,2.05,,
2014,4,335,Building capital expenditures,0.00,0.00,,
2014,4,335,Machinery capital expenditures,14.55,14.16,,
2014,4,335,Building retirements,0.00,0.00,,
2014,4,335,Machinery retirements,0.00,0.00,,
2014,4,335,"Price changed, product mix same",17.90,15.59,,
2014,4,335,Revised estimation assumptions,3.45,1.78,,
2014,4,335,Change in method of operation,15.68,15.67,,
2014,4,335,Change in product mix or specifications,51.12,19.51,,
2014,4,335,Change in material input,10.78,9.01,,
2014,4,335,Other (full capacity: current vs. prior quarter),27.22,16.96,,
2014,4,335,Not profitable to operate at full capacity,6.75,5.58,,
2014,4,335,Insufficient supply of materials,18.83,8.30,,
2014,4,335,Insufficient orders,77.88,8.17,,
2014,4,335,Insufficient supply of labor,9.70,6.30,,
2014,4,335,Lack of sufficient fuel or energy,0.00,0.00,,
2014,4,335,Equipment limitations,1.47,0.91,,
2014,4,335,Storage limitations,3.01,3.03,,
2014,4,335,Logistics/transportation constraints,10.55,7.23,,
2014,4,335,Sufficient inventory of finished goods,2.43,1.14,,
2014,4,335,Strike or work stoppage,0.00,0.00,,
2014,4,335,Seasonal operations,15.38,7.98,,
2014,4,335,Environmental restrictions,0.00,0.00,,
2014,4,335,Other (actual production less than full production),6.94,3.59,,
2014,4,336,Building capital expenditures,1.22,0.91,,
2014,4,336,Machinery capital expenditures,4.26,2.21,,
2014,4,336,Building retirements,0.00,0.00,,
2014,4,336,Machinery retirements,0.00,0.00,,
2014,4,336,"Price changed, product mix same",10.45,6.84,,
2014,4,336,Revised estimation assumptions,11.54,10.28,,
2014,4,336,Change in method of operation,0.82,0.46,,
2014,4,336,Change in product mix or specifications,30.04,11.40,,
2014,4,336,Change in material input,0.80,0.49,,
2014,4,336,Other (full capacity: current vs. prior quarter),46.95,13.83,,
2014,4,336,Not profitable to operate at full capacity,10.76,5.06,,
2014,4,336,Insufficient supply of materials,8.01,4.15,,
2014,4,336,Insufficient orders,73.27,6.72,,
2014,4,336,Insufficient supply of labor,5.52,3.65,,
2014,4,336,Lack of sufficient fuel or energy,D,D,,
2014,4,336,Equipment limitations,6.82,3.80,,
2014,4,336,Storage limitations,4.04,3.63,,
2014,4,336,Logistics/transportation constraints,0.17,0.07,,
2014,4,336,Sufficient inventory of finished goods,4.33,2.92,,
2014,4,336,Strike or work stoppage,0.00,0.00,,
2014,4,336,Seasonal operations,13.23,5.38,,
2014,4,336,Environmental restrictions,0.00,0.00,,
2014,4,336,Other (actual production less than full production),11.90,5.13,,
2014,4,337,Building capital expenditures,1.37,1.09,,
2014,4,337,Machinery capital expenditures,1.97,1.25,,
2014,4,337,Building retirements,0.00,0.00,,
2014,4,337,Machinery retirements,2.07,2.11,,
2014,4,337,"Price changed, product mix same",21.23,15.59,,
2014,4,337,Revised estimation assumptions,13.94,6.96,,
2014,4,337,Change in method of operation,0.61,0.30,,
2014,4,337,Change in product mix or specifications,11.35,5.70,,
2014,4,337,Change in material input,0.00,0.00,,
2014,4,337,Other (full capacity: current vs. prior quarter),53.60,17.07,,
2014,4,337,Not profitable to operate at full capacity,7.29,4.41,,
2014,4,337,Insufficient supply of materials,5.18,4.31,,
2014,4,337,Insufficient orders,88.27,5.09,,
2014,4,337,Insufficient supply of labor,11.21,5.99,,
2014,4,337,Lack of sufficient fuel or energy,0.00,0.00,,
2014,4,337,Equipment limitations,4.87,4.01,,
2014,4,337,Storage limitations,2.24,1.32,,
2014,4,337,Logistics/transportation constraints,1.42,1.20,,
2014,4,337,Sufficient inventory of finished goods,1.36,0.78,,
2014,4,337,Strike or work stoppage,0.00,0.00,,
2014,4,337,Seasonal operations,4.47,2.61,,
2014,4,337,Environmental restrictions,D,D,,
2014,4,337,Other (actual production less than full production),6.73,4.41,,
2014,4,339,Building capital expenditures,0.00,0.00,,
2014,4,339,Machinery capital expenditures,2.91,1.66,,
2014,4,339,Building retirements,0.00,0.00,,
2014,4,339,Machinery retirements,0.42,0.32,,
2014,4,339,"Price changed, product mix same",4.39,3.02,,
2014,4,339,Revised estimation assumptions,10.46,4.31,,
2014,4,339,Change in method of operation,10.47,8.13,,
2014,4,339,Change in product mix or specifications,26.82,10.73,,
2014,4,339,Change in material input,0.76,0.65,,
2014,4,339,Other (full capacity: current vs. prior quarter),50.20,12.08,,
2014,4,339,Not profitable to operate at full capacity,10.40,4.14,,
2014,4,339,Insufficient supply of materials,1.11,0.68,,
2014,4,339,Insufficient orders,80.43,5.28,,
2014,4,339,Insufficient supply of labor,5.69,2.95,,
2014,4,339,Lack of sufficient fuel or energy,D,D,,
2014,4,339,Equipment limitations,5.32,2.96,,
2014,4,339,Storage limitations,1.40,0.93,,
2014,4,339,Logistics/transportation constraints,D,D,,
2014,4,339,Sufficient inventory of finished goods,8.05,3.63,,
2014,4,339,Strike or work stoppage,0.00,0.00,,
2014,4,339,Seasonal operations,10.18,3.83,,
2014,4,339,Environmental restrictions,0.00,0.00,,
2014,4,339,Other (actual production less than full production),7.00,3.64,,
2014,3,All,Building capital expenditures,2.13,0.73,,
2014,3,All,Machinery capital expenditures,12.31,1.75,,
2014,3,All,Building retirements,0.12,0.07,,
2014,3,All,Machinery retirements,2.69,0.98,,
2014,3,All,"Price changed, product mix same",20.11,2.08,,
2014,3,All,Revised estimation assumptions,14.99,1.99,,
2014,3,All,Change in method of operation,6.44,1.43,,
2014,3,All,Change in product mix or specifications,29.95,2.32,,
2014,3,All,Change in material input,4.14,1.07,,
2014,3,All,Other (full capacity: current vs. prior quarter),27.15,2.46,,
2014,3,All,Not profitable to operate at full capacity,8.25,0.86,,
2014,3,All,Insufficient supply of materials,5.56,0.76,,
2014,3,All,Insufficient orders,81.49,1.22,,
2014,3,All,Insufficient supply of labor,9.54,0.99,,
2014,3,All,Lack of sufficient fuel or energy,0.03,0.03,,
2014,3,All,Equipment limitations,6.76,0.80,,
2014,3,All,Storage limitations,3.50,0.61,,
2014,3,All,Logistics/transportation constraints,1.99,0.46,,
2014,3,All,Sufficient inventory of finished goods,5.49,0.67,,
2014,3,All,Strike or work stoppage,0.00,0.00,,
2014,3,All,Seasonal operations,5.83,0.69,,
2014,3,All,Environmental restrictions,0.44,0.22,,
2014,3,All,Other (actual production less than full production),5.87,0.73,,
2014,3,311,Building capital expenditures,5.35,4.19,,
2014,3,311,Machinery capital expenditures,15.94,6.26,,
2014,3,311,Building retirements,0.60,0.58,,
2014,3,311,Machinery retirements,4.27,4.16,,
2014,3,311,"Price changed, product mix same",36.12,7.53,,
2014,3,311,Revised estimation assumptions,10.47,5.49,,
2014,3,311,Change in method of operation,5.96,4.15,,
2014,3,311,Change in product mix or specifications,29.00,6.18,,
2014,3,311,Change in material input,2.77,1.02,,
2014,3,311,Other (full capacity: current vs. prior quarter),21.64,6.45,,
2014,3,311,Not profitable to operate at full capacity,12.84,3.81,,
2014,3,311,Insufficient supply of materials,8.51,2.99,,
2014,3,311,Insufficient orders,71.84,4.92,,
2014,3,311,Insufficient supply of labor,0.77,0.39,,
2014,3,311,Lack of sufficient fuel or energy,0.00,0.00,,
2014,3,311,Equipment limitations,7.91,2.92,,
2014,3,311,Storage limitations,7.06,3.30,,
2014,3,311,Logistics/transportation constraints,3.03,1.61,,
2014,3,311,Sufficient inventory of finished goods,9.39,2.51,,
2014,3,311,Strike or work stoppage,0.00,0.00,,
2014,3,311,Seasonal operations,8.32,2.42,,
2014,3,311,Environmental restrictions,0.15,0.11,,
2014,3,311,Other (actual production less than full production),9.39,3.31,,
2014,3,312,Building capital expenditures,D,D,,
2014,3,312,Machinery capital expenditures,6.84,5.19,,
2014,3,312,Building retirements,0.00,0.00,,
2014,3,312,Machinery retirements,D,D,,
2014,3,312,"Price changed, product mix same",2.28,1.05,,
2014,3,312,Revised estimation assumptions,6.55,4.36,,
2014,3,312,Change in method of operation,0.00,0.00,,
2014,3,312,Change in product mix or specifications,76.36,11.37,,
2014,3,312,Change in material input,15.21,14.14,,
2014,3,312,Other (full capacity: current vs. prior quarter),9.08,6.17,,
2014,3,312,Not profitable to operate at full capacity,6.41,3.34,,
2014,3,312,Insufficient supply of materials,0.00,0.00,,
2014,3,312,Insufficient orders,65.19,13.11,,
2014,3,312,Insufficient supply of labor,0.00,0.00,,
2014,3,312,Lack of sufficient fuel or energy,0.00,0.00,,
2014,3,312,Equipment limitations,14.13,10.41,,
2014,3,312,Storage limitations,11.24,9.99,,
2014,3,312,Logistics/transportation constraints,9.97,9.99,,
2014,3,312,Sufficient inventory of finished goods,8.17,3.59,,
2014,3,312,Strike or work stoppage,0.00,0.00,,
2014,3,312,Seasonal operations,44.83,14.19,,
2014,3,312,Environmental restrictions,0.00,0.00,,
2014,3,312,Other (actual production less than full production),1.92,1.26,,
2014,3,313,Building capital expenditures,0.00,0.00,,
2014,3,313,Machinery capital expenditures,3.67,2.41,,
2014,3,313,Building retirements,0.00,0.00,,
2014,3,313,Machinery retirements,0.00,0.00,,
2014,3,313,"Price changed, product mix same",8.64,5.32,,
2014,3,313,Revised estimation assumptions,7.98,6.87,,
2014,3,313,Change in method of operation,D,D,,
2014,3,313,Change in product mix or specifications,55.38,14.15,,
2014,3,313,Change in material input,0.00,0.00,,
2014,3,313,Other (full capacity: current vs. prior quarter),25.44,12.22,,
2014,3,313,Not profitable to operate at full capacity,11.55,7.36,,
2014,3,313,Insufficient supply of materials,2.48,1.41,,
2014,3,313,Insufficient orders,88.36,5.25,,
2014,3,313,Insufficient supply of labor,2.95,2.17,,
2014,3,313,Lack of sufficient fuel or energy,0.00,0.00,,
2014,3,313,Equipment limitations,2.07,0.84,,
2014,3,313,Storage limitations,0.00,0.00,,
2014,3,313,Logistics/transportation constraints,D,D,,
2014,3,313,Sufficient inventory of finished goods,3.40,1.70,,
2014,3,313,Strike or work stoppage,0.00,0.00,,
2014,3,313,Seasonal operations,8.59,6.06,,
2014,3,313,Environmental restrictions,0.00,0.00,,
2014,3,313,Other (actual production less than full production),6.09,4.31,,
2014,3,314,Building capital expenditures,0.00,0.00,,
2014,3,314,Machinery capital expenditures,D,D,,
2014,3,314,Building retirements,0.00,0.00,,
2014,3,314,Machinery retirements,0.00,0.00,,
2014,3,314,"Price changed, product mix same",0.00,0.00,,
2014,3,314,Revised estimation assumptions,38.06,24.39,,
2014,3,314,Change in method of operation,0.00,0.00,,
2014,3,314,Change in product mix or specifications,42.52,23.93,,
2014,3,314,Change in material input,0.00,0.00,,
2014,3,314,Other (full capacity: current vs. prior quarter),20.35,13.71,,
2014,3,314,Not profitable to operate at full capacity,0.86,0.41,,
2014,3,314,Insufficient supply of materials,8.21,6.14,,
2014,3,314,Insufficient orders,84.24,8.47,,
2014,3,314,Insufficient supply of labor,2.30,2.34,,
2014,3,314,Lack of sufficient fuel or energy,0.00,0.00,,
2014,3,314,Equipment limitations,D,D,,
2014,3,314,Storage limitations,0.00,0.00,,
2014,3,314,Logistics/transportation constraints,0.00,0.00,,
2014,3,314,Sufficient inventory of finished goods,D,D,,
2014,3,314,Strike or work stoppage,0.00,0.00,,
2014,3,314,Seasonal operations,6.27,5.93,,
2014,3,314,Environmental restrictions,0.00,0.00,,
2014,3,314,Other (actual production less than full production),6.55,5.48,,
2014,3,315,Building capital expenditures,0.00,0.00,,
2014,3,315,Machinery capital expenditures,20.33,27.63,,
2014,3,315,Building retirements,D,D,,
2014,3,315,Machinery retirements,15.15,22.75,,
2014,3,315,"Price changed, product mix same",D,D,,
2014,3,315,Revised estimation assumptions,3.77,5.12,,
2014,3,315,Change in method of operation,16.82,24.28,,
2014,3,315,Change in product mix or specifications,10.14,12.91,,
2014,3,315,Change in material input,55.49,54.21,,
2014,3,315,Other (full capacity: current vs. prior quarter),8.27,12.74,,
2014,3,315,Not profitable to operate at full capacity,18.56,15.98,,
2014,3,315,Insufficient supply of materials,4.39,4.19,,
2014,3,315,Insufficient orders,79.04,15.94,,
2014,3,315,Insufficient supply of labor,2.22,1.19,,
2014,3,315,Lack of sufficient fuel or energy,0.00,0.00,,
2014,3,315,Equipment limitations,1.74,1.21,,
2014,3,315,Storage limitations,1.62,1.01,,
2014,3,315,Logistics/transportation constraints,0.00,0.00,,
2014,3,315,Sufficient inventory of finished goods,1.54,0.75,,
2014,3,315,Strike or work stoppage,0.00,0.00,,
2014,3,315,Seasonal operations,2.38,1.07,,
2014,3,315,Environmental restrictions,0.00,0.00,,
2014,3,315,Other (actual production less than full production),1.24,0.68,,
2014,3,316,Building capital expenditures,0.00,0.00,,
2014,3,316,Machinery capital expenditures,18.12,9.87,,
2014,3,316,Building retirements,0.00,0.00,,
2014,3,316,Machinery retirements,D,D,,
2014,3,316,"Price changed, product mix same",33.68,12.98,,
2014,3,316,Revised estimation assumptions,0.00,0.00,,
2014,3,316,Change in method of operation,11.16,9.50,,
2014,3,316,Change in product mix or specifications,70.99,9.34,,
2014,3,316,Change in material input,10.28,5.46,,
2014,3,316,Other (full capacity: current vs. prior quarter),28.78,21.97,,
2014,3,316,Not profitable to operate at full capacity,2.26,1.83,,
2014,3,316,Insufficient supply of materials,8.91,7.81,,
2014,3,316,Insufficient orders,92.65,6.65,,
2014,3,316,Insufficient supply of labor,9.21,8.01,,
2014,3,316,Lack of sufficient fuel or energy,0.00,0.00,,
2014,3,316,Equipment limitations,2.76,2.64,,
2014,3,316,Storage limitations,2.76,2.64,,
2014,3,316,Logistics/transportation constraints,D,D,,
2014,3,316,Sufficient inventory of finished goods,3.16,2.81,,
2014,3,316,Strike or work stoppage,0.00,0.00,,
2014,3,316,Seasonal operations,2.42,2.36,,
2014,3,316,Environmental restrictions,D,D,,
2014,3,316,Other (actual production less than full production),D,D,,
2014,3,321,Building capital expenditures,2.09,1.94,,
2014,3,321,Machinery capital expenditures,17.80,7.68,,
2014,3,321,Building retirements,0.00,0.00,,
2014,3,321,Machinery retirements,0.00,0.00,,
2014,3,321,"Price changed, product mix same",32.20,9.50,,
2014,3,321,Revised estimation assumptions,13.33,5.50,,
2014,3,321,Change in method of operation,6.66,6.23,,
2014,3,321,Change in product mix or specifications,4.19,1.77,,
2014,3,321,Change in material input,11.76,7.44,,
2014,3,321,Other (full capacity: current vs. prior quarter),35.02,10.98,,
2014,3,321,Not profitable to operate at full capacity,7.46,3.47,,
2014,3,321,Insufficient supply of materials,11.45,4.48,,
2014,3,321,Insufficient orders,69.93,6.31,,
2014,3,321,Insufficient supply of labor,16.43,5.04,,
2014,3,321,Lack of sufficient fuel or energy,0.00,0.00,,
2014,3,321,Equipment limitations,11.18,4.53,,
2014,3,321,Storage limitations,7.11,3.82,,
2014,3,321,Logistics/transportation constraints,6.07,3.58,,
2014,3,321,Sufficient inventory of finished goods,11.97,4.74,,
2014,3,321,Strike or work stoppage,0.00,0.00,,
2014,3,321,Seasonal operations,2.38,1.47,,
2014,3,321,Environmental restrictions,0.15,0.11,,
2014,3,321,Other (actual production less than full production),11.53,4.56,,
2014,3,322,Building capital expenditures,0.00,0.00,,
2014,3,322,Machinery capital expenditures,13.16,7.10,,
2014,3,322,Building retirements,0.00,0.00,,
2014,3,322,Machinery retirements,D,D,,
2014,3,322,"Price changed, product mix same",12.16,5.20,,
2014,3,322,Revised estimation assumptions,8.27,5.81,,
2014,3,322,Change in method of operation,3.93,3.14,,
2014,3,322,Change in product mix or specifications,57.94,13.31,,
2014,3,322,Change in material input,5.75,5.68,,
2014,3,322,Other (full capacity: current vs. prior quarter),11.27,4.60,,
2014,3,322,Not profitable to operate at full capacity,6.45,2.98,,
2014,3,322,Insufficient supply of materials,1.62,1.25,,
2014,3,322,Insufficient orders,72.40,9.14,,
2014,3,322,Insufficient supply of labor,13.19,6.92,,
2014,3,322,Lack of sufficient fuel or energy,0.00,0.00,,
2014,3,322,Equipment limitations,12.46,6.25,,
2014,3,322,Storage limitations,4.29,2.35,,
2014,3,322,Logistics/transportation constraints,7.84,6.62,,
2014,3,322,Sufficient inventory of finished goods,8.32,5.10,,
2014,3,322,Strike or work stoppage,0.00,0.00,,
2014,3,322,Seasonal operations,6.06,2.23,,
2014,3,322,Environmental restrictions,0.00,0.00,,
2014,3,322,Other (actual production less than full production),4.00,1.46,,
2014,3,323,Building capital expenditures,D,D,,
2014,3,323,Machinery capital expenditures,1.23,1.03,,
2014,3,323,Building retirements,0.00,0.00,,
2014,3,323,Machinery retirements,2.44,2.40,,
2014,3,323,"Price changed, product mix same",31.36,13.21,,
2014,3,323,Revised estimation assumptions,26.33,12.78,,
2014,3,323,Change in method of operation,0.00,0.00,,
2014,3,323,Change in product mix or specifications,36.96,12.81,,
2014,3,323,Change in material input,D,D,,
2014,3,323,Other (full capacity: current vs. prior quarter),20.64,9.41,,
2014,3,323,Not profitable to operate at full capacity,5.64,3.23,,
2014,3,323,Insufficient supply of materials,0.00,0.00,,
2014,3,323,Insufficient orders,94.60,2.45,,
2014,3,323,Insufficient supply of labor,1.56,0.81,,
2014,3,323,Lack of sufficient fuel or energy,0.00,0.00,,
2014,3,323,Equipment limitations,6.33,3.77,,
2014,3,323,Storage limitations,1.27,0.87,,
2014,3,323,Logistics/transportation constraints,2.66,2.67,,
2014,3,323,Sufficient inventory of finished goods,0.71,0.70,,
2014,3,323,Strike or work stoppage,0.00,0.00,,
2014,3,323,Seasonal operations,4.04,2.74,,
2014,3,323,Environmental restrictions,0.00,0.00,,
2014,3,323,Other (actual production less than full production),3.08,1.90,,
2014,3,324,Building capital expenditures,0.00,0.00,,
2014,3,324,Machinery capital expenditures,D,D,,
2014,3,324,Building retirements,0.00,0.00,,
2014,3,324,Machinery retirements,0.00,0.00,,
2014,3,324,"Price changed, product mix same",48.67,13.49,,
2014,3,324,Revised estimation assumptions,17.24,10.95,,
2014,3,324,Change in method of operation,1.99,1.03,,
2014,3,324,Change in product mix or specifications,26.40,12.78,,
2014,3,324,Change in material input,D,D,,
2014,3,324,Other (full capacity: current vs. prior quarter),30.00,12.81,,
2014,3,324,Not profitable to operate at full capacity,13.54,6.11,,
2014,3,324,Insufficient supply of materials,5.07,4.48,,
2014,3,324,Insufficient orders,77.99,7.06,,
2014,3,324,Insufficient supply of labor,0.00,0.00,,
2014,3,324,Lack of sufficient fuel or energy,0.00,0.00,,
2014,3,324,Equipment limitations,4.45,1.44,,
2014,3,324,Storage limitations,0.00,0.00,,
2014,3,324,Logistics/transportation constraints,1.48,0.80,,
2014,3,324,Sufficient inventory of finished goods,7.76,5.37,,
2014,3,324,Strike or work stoppage,0.00,0.00,,
2014,3,324,Seasonal operations,9.96,5.67,,
2014,3,324,Environmental restrictions,1.43,0.86,,
2014,3,324,Other (actual production less than full production),10.12,4.77,,
2014,3,325,Building capital expenditures,0.96,0.81,,
2014,3,325,Machinery capital expenditures,9.46,3.80,,
2014,3,325,Building retirements,0.00,0.00,,
2014,3,325,Machinery retirements,0.00,0.00,,
2014,3,325,"Price changed, product mix same",38.11,6.41,,
2014,3,325,Revised estimation assumptions,9.18,3.49,,
2014,3,325,Change in method of operation,3.11,1.91,,
2014,3,325,Change in product mix or specifications,38.55,7.90,,
2014,3,325,Change in material input,2.29,2.08,,
2014,3,325,Other (full capacity: current vs. prior quarter),10.52,3.31,,
2014,3,325,Not profitable to operate at full capacity,5.33,1.44,,
2014,3,325,Insufficient supply of materials,8.13,4.24,,
2014,3,325,Insufficient orders,74.97,4.96,,
2014,3,325,Insufficient supply of labor,5.16,3.15,,
2014,3,325,Lack of sufficient fuel or energy,0.00,0.00,,
2014,3,325,Equipment limitations,12.64,4.33,,
2014,3,325,Storage limitations,7.72,4.21,,
2014,3,325,Logistics/transportation constraints,1.64,0.86,,
2014,3,325,Sufficient inventory of finished goods,7.53,2.21,,
2014,3,325,Strike or work stoppage,0.00,0.00,,
2014,3,325,Seasonal operations,7.70,2.24,,
2014,3,325,Environmental restrictions,0.13,0.05,,
2014,3,325,Other (actual production less than full production),4.43,1.36,,
2014,3,326,Building capital expenditures,1.27,1.00,,
2014,3,326,Machinery capital expenditures,24.51,9.56,,
2014,3,326,Building retirements,0.00,0.00,,
2014,3,326,Machinery retirements,3.70,3.73,,
2014,3,326,"Price changed, product mix same",14.62,8.47,,
2014,3,326,Revised estimation assumptions,12.14,5.29,,
2014,3,326,Change in method of operation,2.32,2.09,,
2014,3,326,Change in product mix or specifications,43.34,10.67,,
2014,3,326,Change in material input,0.98,0.88,,
2014,3,326,Other (full capacity: current vs. prior quarter),18.82,8.93,,
2014,3,326,Not profitable to operate at full capacity,8.85,3.38,,
2014,3,326,Insufficient supply of materials,1.09,1.06,,
2014,3,326,Insufficient orders,83.94,4.63,,
2014,3,326,Insufficient supply of labor,8.10,3.27,,
2014,3,326,Lack of sufficient fuel or energy,0.47,0.45,,
2014,3,326,Equipment limitations,12.05,4.19,,
2014,3,326,Storage limitations,7.73,3.83,,
2014,3,326,Logistics/transportation constraints,0.51,0.37,,
2014,3,326,Sufficient inventory of finished goods,9.46,3.89,,
2014,3,326,Strike or work stoppage,0.00,0.00,,
2014,3,326,Seasonal operations,8.06,3.43,,
2014,3,326,Environmental restrictions,0.00,0.00,,
2014,3,326,Other (actual production less than full production),4.21,2.77,,
2014,3,327,Building capital expenditures,D,D,,
2014,3,327,Machinery capital expenditures,13.87,8.48,,
2014,3,327,Building retirements,0.00,0.00,,
2014,3,327,Machinery retirements,D,D,,
2014,3,327,"Price changed, product mix same",29.12,9.28,,
2014,3,327,Revised estimation assumptions,11.13,5.65,,
2014,3,327,Change in method of operation,1.24,0.65,,
2014,3,327,Change in product mix or specifications,30.45,8.97,,
2014,3,327,Change in material input,9.21,7.14,,
2014,3,327,Other (full capacity: current vs. prior quarter),24.78,9.61,,
2014,3,327,Not profitable to operate at full capacity,10.29,3.90,,
2014,3,327,Insufficient supply of materials,3.45,2.49,,
2014,3,327,Insufficient orders,79.24,5.28,,
2014,3,327,Insufficient supply of labor,10.15,3.84,,
2014,3,327,Lack of sufficient fuel or energy,0.00,0.00,,
2014,3,327,Equipment limitations,10.17,4.13,,
2014,3,327,Storage limitations,3.94,2.47,,
2014,3,327,Logistics/transportation constraints,0.96,0.58,,
2014,3,327,Sufficient inventory of finished goods,6.51,2.80,,
2014,3,327,Strike or work stoppage,0.00,0.00,,
2014,3,327,Seasonal operations,9.97,4.00,,
